blank,Material,Plant,Material Description,MRP Type,Valuation Class,Material Group,Base Unit of Measure,Price Unit,Price Control,Price,Material Type,Last Change,Created by
,90014014,3411,LUBRICANT PROLAB 596,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014015,3411,SOLVANT CERTIFIED LABS 5913,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014016,3411,NOZZLE LEXAN 1575NR,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014017,3411,SENSOR PRESSURE POTTER PSS-120,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014018,3411,PUMP METER PULSAFEEDER LB03SA-PTC1-XXX,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014019,3411,VALVE PRIMARYFLUID TVBP45-PVC-G,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014020,3411,SOLENOID CHEMLINE SOLVDA1,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014021,3411,REPAIR KIT DELTA 1027085,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014022,3411,FILTER OIL SULLAIR 250028-032,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014023,3411,REPAIR KIT HANKISON HPRMK4,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014024,3411,MODULE RED LION IAMA3535,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014025,3411,METER RED LION PAXI0000,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014026,3411,CONTROL LEVEL CARLO GAVAZZI CLP2EA1C230,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014027,3411,LASER SCANNER SICK S30A-6011CA,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014028,3411,CONN M12-C02 JOKAB SAFETY 20-055-11,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014029,3411,CONN M12-C01 JOKAB SAFETY JS20-055-10,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014030,3411,CONN M12-3A Y ABB 2TLA020055R0000,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014031,3411,ADAPT TINA 2A JOKAB SAFETY 20-054-01,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014032,3411,ADAPT TINA 3A JOKAB SAFETY 20-054-02,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014033,3411,ADAPT TINA 7A JOKAB SAFETY 20-054-07,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014034,3411,CABLE CONN 2M MINI BANNER MBCC-406,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014035,3411,CABLE CONN 2M EURO BANNER MQDC-406,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014036,3411,CABLE CONN 20M SICK SX0A-B1320B,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014037,3411,CABLE CONN  TURCK RK-4.4T-10/S1666,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014038,3411,CORDSET M12 EURO 10M TURCK RK-4.5T-2,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014039,3411,CONTROL SAFETY SCHMERSAL FWS 1205 C,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014040,3411,CABLE CONN 8P 12FT MENCOM MIN-8MFPX-12,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014041,3411,PUSHBUTTON PHILMORE 30-12634,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014042,3411,RELAY SAFETY SICK UE11-4DX2D33,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014043,3411,ADAPT TINA 10A JOKAB SAFETY 20-054-12,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014044,3411,ADAPT TINA 1A JOKAB SAFETY 20-054-00,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014045,3411,SENSOR PROX TURCK B15-M18-AP6X-H1141,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014046,3411,SENSOR PHOTOELEC BANNER SM312DQD,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014047,3411,CABLE SENSOR TURCK RK 4.4T-2,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014048,3411,CORDSET M12 4P PEPPERL FUCHS V1-W-2M-PVC,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014049,3411,BRACKET SENSOR TURCK MB-18,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014050,3411,BRACKET SENSOR TURCK MB-30,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014051,3411,SENSOR PHOTOELEC BANNER Q45VR3DXQ,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014052,3411,SENSOR PROX US TELEMECANIQUE VM18-PNO-Q,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014053,3411,SENSOR PROX US TELEMECANIQUE SC956A-4V0,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014054,3411,SENSOR PROX US TELEMECANIQUE SC956A1C0,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014055,3411,HARDWARE SWT SELECT SCHNEIDER XACA009,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014056,3411,CONTACT CIRC AMPHENOL  MS3102R10SL-4P,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014057,3411,SWT EMERG STOP SCHNEIDER XACA201,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014058,3411,CONTROLER SCHNEIDER XACA913,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014059,3411,SENSOR PROX SICK DS50-P1112,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014060,3411,METER RED LION CUB7CCR0,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014061,3411,CORDSET PEPPERL'FUCHS V3-WM-E2-YE2M-PVC,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014062,3411,CABLE TRAY IGUS 09-30-038-0,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014063,3411,SWT FLOW JOHNSONS CONTROLS F61KB-11C,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014064,3411,SENSOR PROX BANNER Q50BU,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014065,3411,SWT SELECT SIEMENS 3SE6605-3BA,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014066,3411,SOLENOID SIEMENS 3SE6704-3BA,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014067,3411,JUMPER ENTRELEC 1SNA173520RR2200,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014068,3411,PULSE GEN REDLION ZBG12002,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014069,3411,SWT SAFETY JOKAB SAFETY 2TLA020046R0000,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014070,3411,SENSOR JOKAB SAFETY 2TLA020051R1000,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014071,3411,DEVICE SAFETY ABB 2TLA019995R0200,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014072,3411,BRACKET SENSOR BANNER 25519,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014073,3411,BRACKET SICK 2048397,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014074,3411,COUPLING HUB REXNOR CA LIMITED 0789351,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014075,3411,SPROCKET TSUBAKI  CA LTD 100C30F1.15/16,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014076,3411,SPACER DIENES 245C070545020,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014077,3411,RING RETAINING DIENES 217B070050010,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014078,3411,BLOCK LINEAR THK CANADA GSR20TSS,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014079,3411,BLOCK LINEAR THK CANADA GSR25TSS,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014080,3411,BLOCK LINEAR THK CANADA GSR15VSS,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014081,3411,BLK BEARING LINEAR THK GSR25T SS BLOCK,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014082,3411,BLK BEARING LINEAR THK GSR25V SS BLOCK,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014083,3411,BEARING BALL LINEAR THIK HSR35R1SS(GK),PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014084,3411,BEARING BALL  LINEAR THK HSR45A1SS(GK),PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014085,3411,BEARING BALL NSK R12ZZPA1 AS2S,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014086,3411,BEARING BALL  LINEAR THK HSR20R1SS(GK),PD,3040,U31162313,EA,1,V,0.01,ZER2,2018-09-07,U362IBAS
,90013982,2241,BELT V JASON INDUSTRIAL CAN  LTD SPA3750,PD,3040,U31162313,EA,1,V,0.01,ZER2,2018-09-06,U362IBAS
,90013983,2241,LINK CONNECTING RENOLD CA LIMITE 80-30CL,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90013984,2241,BELT GT GATES CORPORATION 8MGT-1440-62,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90013985,2241,BELT H GATES CORPORATION 600H300,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90013986,2241,BELT SYNCHRO GATES CORPO 3600-8MGT-85,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90013987,2241,BELT TIMING SYNC JASON INDUS 1890-14M-55,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90013988,2241,BELT V GATES CORPORATION 990M10,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90013989,2241,BELT V CONTITECH CANADA INC 3L340,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90013990,2241,BELT V GATES CORPORATION 1380,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90013991,2241,BRG BALL PB TECHNICAL BEARINGS PN12C PAF,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90013992,2241,JOINT SPIDER RECTORS MACHINE SHOP 5-101X,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90013993,2241,BELT V GATES CORPORATION 1440,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90013994,2241,BRG LINEAR RINGBALL CORP T1PS2LRXG25,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90013995,2241,SEAL OIL DAEMAR INC 42567-DL,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90013996,2241,BRG LINEAR NACHI CA INC LWES20C1T1HS2,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90013997,2241,BRG LINEAR NACHI CA INC LWE20R1000HS2,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90013998,2241,BELT TIMING JASON IND CA 300-3M-06,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90013999,2241,BRG NEEDLE ROLL SCHAEFFLER CA INC HK1010,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014000,2241,PLATE REGAL BELOIT PWR TRANS SOL 100532,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014001,2241,PLATE REGAL BELOIT PWR TRANS 700A PILOT,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362IBAS
,90014002,2241,FUSE STRAPCO ME19,PD,3040,U31162313,EA,1,V,0.01,ZER2,2018-09-06,U362IBAS
,90012072,3411,SEL SWITCH 22MM 2POS PLAS 800F,PD,3040,U31162313,EA,1,V,0.01,ZER2,2018-08-31,X9999FFCOOM4
,90012073,3411,SEL SWT 22MM 2POS PLAS LAMP MAINT J 800F,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012074,3411,SEL SWT 22MM 2POS PLAS LAMP MAINT V 800F,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012075,3411,SEL SWT 22MM 2POS PLAS LAMP RES R J 800F,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012076,3411,SEL SWITCH 22MM 2POS PLAS MAINT RL 800F,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012077,3411,SEL SWT 22MM 3POS PLAS LAMP MAINT J 800F,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012078,3411,SEL SWT 22MM 3POS PLAS LMP RES RL J 800F,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012079,3411,SEL SWITCH 22MM 3POS PLAS MAINT RL 800F,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012080,3411,SEL SWITCH 22MM 3POS PLAS RES RL 800F,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012081,3411,SEL SWT 22MM 4POS PLAS MAINT 800F,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012083,3411,30MM SELECTOR SWITCH 800T PB,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012084,3411,METER HOUR DINRAIL MOUNT 120V,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012085,3411,CONDUIT FITTING 90D ALU 1IN EMT,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012086,3411,CONDUIT FITT STRGHT ALU 0.5IN EMT,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012087,3411,CONDUIT FITTING T ALU 0.5IN EMT,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012088,3411,CONN SPLIT BOLT SPACER COPPER 4-4/0AWG,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012089,3411,CONN F TLOCK 20A 347V FLUSH NEMAL2420R,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012090,3411,CONN GLAND CBL NPT 0.375IN BLACK,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012091,3411,CONN GLAND CBL NPT 0.5IN BLACK,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012092,3411,CONN GLAND CBL NPT 0.75IN BLACK,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012093,3411,CONNECTOR 14-6 BLUE WINGED,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012094,3411,CONNECTOR 16-10 CAN-TWIST,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012099,3411,CONT CEI 71 / 2HP 600V 3P,PD,3040,U39121529,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012105,3411,CONTACTOR 600V MAX 16 AMP MAX,PD,3040,U39121529,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012109,3411,CONTACTOR IEC MINI 4NO 5A 230VAC 4P,PD,3040,U39121529,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012111,3411,CONTACTOR REVERS 16A 3P 120VAC 1NO1NC,PD,3040,U39121529,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012112,3411,CONTACTOR REVERS 23A 3P 120VAC 1NO,PD,3040,U39121529,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012114,3411,CONTACT BLOCK SOCLE 22MM 1-NF 800F,PD,3040,U39121522,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012115,3411,CONTACT BLOCK SOCLE 22MM 1-NO 800F,PD,3040,U39121522,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012116,3411,LOCK NUT 0.375IN STEEL,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012117,3411,LOCK NUT 0.5IN STEEL,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012118,3411,LOCK NUT 0.75IN STEEL,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012119,3411,LOCK NUT 1.25IN STEEL,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012120,3411,LOCK NUT 1.5IN STEEL,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012121,3411,LOCK NUT 1IN STEEL,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012122,3411,LOCK NUT 3IN STEEL,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012123,3411,"""AC MICRO DUALK FEMALE STRAIGHT, 3-PIN""",PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012124,3411,LUG 1HOLE STD BARREL CU ORNG 2/0AWG,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012125,3411,LUG 1HOLE STD BARREL CU PRPL 4/0AWG,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012126,3411,CRIMP RING TERMINAL INS H-12/10GA YELLOW,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012129,3411,CRIMP RING TERMINAL INS #8H-14/18GA BLUE,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012130,3411,TERMINAL RING NYLON 18-14AWG 5/16IN BLUE,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012131,3411,TERMINAL RING NYLON 12-10AWG  YELLOW,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012132,3411,TERM RING HEATSHRNK 12-10AWG 1/4IN YLW,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012133,3411,TERMINAL RING INSUL NYL 18-14AWG  BLUE,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012134,3411,TERM DISCN FEM 90D FULLINS 22-18 0.25 RD,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012136,3411,TERM DISCN FEM INS 14-16 0.25IN BLUE,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012137,3411,TERM DISCN FEM FULLINS 12-10 YLW,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012138,3411,TERM DISCN FEM FULLINS 14-16 0.25IN BLU,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012139,3411,TERM DISCN MAL FULLINS 22-18 0.25IN RED,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012140,3411,TERM DISCN MAL INS 16-14 0.25IN BLUE,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012142,3411,TERM DISCN PIGGYBCK INS 22-18 0.25IN RED,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012143,3411,TERM FORK #8H-12/10GA YELLOW,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012144,3411,TERM FORK #10H-14/18GA BLUE,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012145,3411,TERM FORK #6H-14/18GA BLUE,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012146,3411,TERM FORK 1/4H-14/18GA BLUE,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012147,3411,TERM FORK #8H-22/18GA RED,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012148,3411,ELBOW ELEC CONDUIT PULL 0.5IN 90D,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012149,3411,ELBOW ELEC CONDUIT PULL 0.75IN 90D,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012150,3411,CONDUIT COUPLING EMT SCREW 3IN ZINC,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012151,3411,ENCL COVER FS 15A 1HOLE 1.81IN,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012152,3411,ENCL COVER FS 15A DUPLEX 1G,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012153,3411,ENCL COVER FS 15A BLANK,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012154,3411,ENCL COVER SWITCH TOGGLE 1G PVC GREY,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012155,3411,MOTOR STARTER MANUAL 10-16A,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012158,3411,MPCB F-FRAME TRIP CLASS 10 HIBRK 23-32A,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012159,3411,CIRCUIT BREAKER MINI 5A 250VAC 1P,PD,3040,U39121601,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012160,3411,CIRCUIT BREAKER MINI 8A 277VAC 1P,PD,3040,U39121601,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012161,3411,NUT CHANNEL 0.25IN,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012163,3411,LAMP IND T3.25 3W 160V 0.019A BA9S,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012164,3411,LAMP INDIC HALOGEN 24VAC/DC 120MM,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012165,3411,LAMP XENON T3.25 BA9S 1.12W 28V 0.04A,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012167,2241,CABLE TIE 13X0.27PO 120LBS,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012167,3411,CABLE TIE 13X0.27PO 120LBS,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012168,3411,CABLE TIE 14X0.18PO 50LBS,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012169,3411,CABLE TIE 4X0.09PO 18LBS,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012170,3411,CABLE TIE 7X0.18PO 50LBS,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012171,3411,CABLE TIE 7X0.19PO 50LBS,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012172,3411,CABLE TIE ADHESIVE BASE 1X1IN,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012173,3411,STRAP EMT 0.5IN 1 HOLE,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012174,3411,STRAP EMT 1.25IN 1 HOLE,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012175,3411,STRAP EMT 1.5IN 1 HOLE,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012176,3411,STRAP EMT 1IN 1 HOLE,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012177,3411,STRAP EMT 0.75IN 1 HOLE,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012178,3411,STARTER MAN AUX CNT FLUSH MOUNT 1NO,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012179,3411,WIRE MARKER SS 0.75X3.5IN TYRAP,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012180,3411,BALLAST 1-2X F54T5HO,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012181,3411,BALLAST 2X40W T12 120,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012182,3411,BALLAST 2X F32T8 120V,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012183,3411,BALLAST 2XF96T12 120V,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012184,3411,BALLAST 4X F32T8 120V,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012185,3411,BALLAST 4X F54T5HO,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012186,3411,PWR SUPPLY COMPACT 120/220VAC EXPANSION,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012187,3411,BLOCK CONTACT AUX FRONT MNT 1NC,PD,3040,U39121522,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012190,3411,BLOCK CONTACT SER 100C SIDEMNT 1NO1NC,PD,3040,U39121522,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012191,3411,BLOCK CONTACT SER 100C SIDEMNT 2NO,PD,3040,U39121522,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012192,3411,"""FUSE BLOCK 0-30A 250VAC CLASS H, K ADDE",PD,3040,U39121411,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012193,3411,FUSE BLOCK 0-30A 600V CLASS CC 2 POLE,PD,3040,U39121411,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012194,3411,FUSE BLOCK 0-30A 600V MIDGET 3 POLE,PD,3040,U39121411,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012195,3411,FUSE BLOCK 0-30A 600V MIDGET ADDER,PD,3040,U39121411,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012197,3411,COIL RENEWAL IEC 100-C09/C12/C16,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012198,3411,JUNCTION BOX 10X8X6 NEMA12 STEEL,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012199,3411,JUNCTION BOX 12X10X5 NEMA12 STEEL,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012200,3411,JUNCTION BOX 12X12X6 NEMA12 STEEL,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012201,3411,JUNCTION BOX 14X12X6 NEMA12 STEEL,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
,90012202,3411,JUNCTION BOX 16X14X10 NEMA12 STEEL,PD,3040,U31162313,EA,1,V,0.01,ZER2,,X9999FFCOOM4
