Functional Location,Plnt,BOM Usg,Item,Component,Quantity,Un,Un,A
1715-05-01-08-16B-02E-016-0013,1715,4,0010,90001032,1,EA,EA,C
1715-05-01-08-16B-02E-016-0013,1715,4,0140,90000170,61,EA,EA,C
1715-05-01-08-16B-02E-016-0013,1715,4,0030,90000264,1,EA,EA,C
1715-05-01-08-16B-02F-016-0014,1715,4,0010,90000977,4,EA,EA,C
1715-05-01-08-16B-02F-016-0014,1715,4,0020,90000978,8,EA,EA,C
1715-05-01-08-16B-02F-016-0014,1715,4,0030,90000980,8,EA,EA,C
1715-05-01-08-16B-02F-016-0014,1715,4,0160,90000694,1,EA,EA,C
1715-05-01-08-16B-02F-016-0014,1715,4,0150,90000693,1,EA,EA,C
1715-05-01-08-16B-02F-016-0014,1715,4,0140,90000188,1,EA,EA,C
1715-05-01-08-16B-02F-016-0014,1715,4,0130,90000909,1,EA,EA,C
1715-05-01-08-16B-02F-016-0014,1715,4,0120,90000908,1,EA,EA,C
1715-05-01-08-16B-02F-016-0014,1715,4,0110,90000057,1,EA,EA,C
1715-05-01-08-16B-02F-016-0014,1715,4,0100,90000040,1,EA,EA,C
1715-05-01-08-16B-02F-016-0014,1715,4,0090,90000039,1,EA,EA,C
1715-05-01-08-16B-02F-016-0014,1715,4,0070,90000264,1,EA,EA,C
1715-05-01-08-16B-02F-016-0014,1715,4,0050,90001032,1,EA,EA,C
1715-05-01-08-16B-02F-016-0014,1715,4,0040,90000982,4,EA,EA,C
1715-05-01-08-16B-02F-016-0014,1715,4,0180,90000170,56,EA,EA,C
1715-05-01-08-16B-02F-016-0014,1715,4,0170,90000502,2,EA,EA,C
1715-05-01-08-16B-02F-016-0014,1715,4,0080,90000126,5,EA,EA,C
1715-05-01-08-16B-02F-016-0014,1715,4,0060,90000537,2,EA,EA,C
1715-05-01-08-16B-02F-016-0014,1715,4,0190,90000351,1,EA,EA,C
1715-05-01-08-16B-02G-016-0015,1715,4,0140,90000170,41,EA,EA,C
1715-05-01-08-16B-02G-016-0015,1715,4,0090,90000909,1,EA,EA,C
1715-05-01-08-16B-02G-016-0015,1715,4,0080,90000908,1,EA,EA,C
1715-05-01-08-16B-02G-016-0015,1715,4,0070,90000057,1,EA,EA,C
1715-05-01-08-16B-02G-016-0015,1715,4,0040,90000126,5,EA,EA,C
1715-05-01-08-16B-02G-016-0015,1715,4,0020,90000537,2,EA,EA,C
1715-05-01-08-16B-02G-016-0015,1715,4,0030,90000264,1,EA,EA,C
1715-05-01-08-16B-02G-016-0015,1715,4,0060,90000040,1,EA,EA,C
1715-05-01-08-16B-02G-016-0015,1715,4,0050,90000039,1,EA,EA,C
1715-05-01-08-16B-02G-016-0015,1715,4,0010,90001032,1,EA,EA,C
1715-05-01-08-16B-02G-016-0015,1715,4,0130,90000502,2,EA,EA,C
1715-05-01-08-16B-02G-016-0015,1715,4,0100,90000188,1,EA,EA,C
1715-05-01-08-16B-02G-016-0015,1715,4,0110,90000693,1,EA,EA,C
1715-05-01-08-16B-02G-016-0015,1715,4,0150,90000351,1,EA,EA,C
1715-05-01-08-16B-02G-016-0015,1715,4,0120,90000694,1,EA,EA,C
1715-05-01-08-16C-02A-016-0016,1715,4,0010,90000976,1,EA,EA,C
1715-05-01-08-16C-02A-016-0016,1715,4,0060,90000262,1,EA,EA,C
1715-05-01-08-16C-02A-016-0016,1715,4,0040,90000920,1,EA,EA,C
1715-05-01-08-16C-02A-016-0016,1715,4,0090,90000908,1,EA,EA,C
1715-05-01-08-16C-02A-016-0016,1715,4,0100,90000909,1,EA,EA,C
1715-05-01-08-16C-02A-016-0016,1715,4,0110,90000188,1,EA,EA,C
1715-05-01-08-16C-02A-016-0016,1715,4,0120,90000693,1,EA,EA,C
1715-05-01-08-16C-02A-016-0016,1715,4,0130,90000694,1,EA,EA,C
1715-05-01-08-16C-02A-016-0016,1715,4,0160,90000351,1,EA,EA,C
1715-05-01-08-16C-02A-016-0016,1715,4,0080,90000040,2,EA,EA,C
1715-05-01-08-16C-02A-016-0016,1715,4,0070,90000126,80,EA,EA,C
1715-05-01-08-16C-02A-016-0016,1715,4,0050,90000537,40,EA,EA,C
1715-05-01-08-16C-02A-016-0016,1715,4,0140,90000500,6,EA,EA,C
1715-05-01-08-16C-02A-016-0016,1715,4,0150,90000169,40,EA,EA,C
1715-05-01-08-16C-02A-016-0016,1715,4,0030,90000990,100,FT,FT,C
1715-05-01-08-16C-02A-016-0016,1715,4,0020,90000989,40,FT,FT,C
1715-05-01-08-24A-02A,1715,4,0160,90000037,1,EA,EA,C
1715-05-01-08-24A-02A,1715,4,0140,90000639,1,EA,EA,C
1715-05-01-08-24A-02A,1715,4,0080,90000266,1,EA,EA,C
1715-05-01-08-24A-02A,1715,4,0060,90000087,1,EA,EA,C
1715-05-01-08-24A-02A,1715,4,0050,90001031,2,EA,EA,C
1715-05-01-08-24A-02A,1715,4,0040,90000804,2,EA,EA,C
1715-05-01-08-24A-02A,1715,4,0020,90000689,2,EA,EA,C
1715-05-01-08-24A-02A,1715,4,0010,90000860,2,EA,EA,C
1715-05-01-08-24A-02A,1715,4,0200,90000568,2,EA,EA,C
1715-05-01-08-24A-02A,1715,4,0170,90000905,2,EA,EA,C
1715-05-01-08-24A-02A,1715,4,0150,90000041,2,EA,EA,C
1715-05-01-08-24A-02A,1715,4,0070,90000166,2,EA,EA,C
1715-05-01-08-24A-02A,1715,4,0090,90000690,4,EA,EA,C
1715-05-01-08-24A-02A,1715,4,0100,90000692,6,EA,EA,C
1715-05-01-08-24A-02A,1715,4,0110,90000006,8,EA,EA,C
1715-05-01-08-24A-02A,1715,4,0120,90000008,6,EA,EA,C
1715-05-01-08-24A-02A,1715,4,0130,90000009,4,EA,EA,C
1715-05-01-08-24A-02A,1715,4,0030,90000873,1,EA,EA,C
1715-05-01-08-24A-02A,1715,4,0180,90000962,1,EA,EA,C
1715-05-01-08-24A-02A,1715,4,0190,90000588,1,EA,EA,C
1715-05-01-08-24A-02A-004-0058,1715,4,0020,90003255,1,EA,EA,C
1715-05-01-08-24A-02A-004-0058,1715,4,0030,90003256,1,EA,EA,C
1715-05-01-08-24A-02A-004-0058,1715,4,0010,90000357,1,EA,EA,C
1715-05-01-08-24A-02B,1715,4,0030,90000873,1,EA,EA,C
1715-05-01-08-24A-02B,1715,4,0010,90000860,2,EA,EA,C
1715-05-01-08-24A-02B,1715,4,0020,90000689,2,EA,EA,C
1715-05-01-08-24A-02B,1715,4,0040,90000804,2,EA,EA,C
1715-05-01-08-24A-02B,1715,4,0050,90001031,2,EA,EA,C
1715-05-01-08-24A-02B,1715,4,0190,90000588,1,EA,EA,C
1715-05-01-08-24A-02B,1715,4,0180,90000962,1,EA,EA,C
1715-05-01-08-24A-02B,1715,4,0060,90000087,1,EA,EA,C
1715-05-01-08-24A-02B,1715,4,0080,90000266,1,EA,EA,C
1715-05-01-08-24A-02B,1715,4,0140,90000639,1,EA,EA,C
1715-05-01-08-24A-02B,1715,4,0160,90000037,1,EA,EA,C
1715-05-01-08-24A-02B,1715,4,0070,90000166,2,EA,EA,C
1715-05-01-08-24A-02B,1715,4,0090,90000690,4,EA,EA,C
1715-05-01-08-24A-02B,1715,4,0100,90000692,6,EA,EA,C
1715-05-01-08-24A-02B,1715,4,0110,90000006,8,EA,EA,C
1715-05-01-08-24A-02B,1715,4,0120,90000008,6,EA,EA,C
1715-05-01-08-24A-02B,1715,4,0200,90000568,2,EA,EA,C
1715-05-01-08-24A-02B,1715,4,0130,90000009,4,EA,EA,C
1715-05-01-08-24A-02B,1715,4,0150,90000041,2,EA,EA,C
1715-05-01-08-24A-02B,1715,4,0170,90000905,2,EA,EA,C
1715-05-01-08-24A-02B-004-0059,1715,4,0010,90000357,1,EA,EA,C
1715-05-01-08-24A-02B-004-0059,1715,4,0020,90003255,1,EA,EA,C
1715-05-01-08-24A-02B-004-0059,1715,4,0030,90003256,1,EA,EA,C
1715-05-01-08-24A-02C,1715,4,0140,90000692,12,EA,EA,C
1715-05-01-08-24A-02C,1715,4,0130,90000691,12,EA,EA,C
1715-05-01-08-24A-02C,1715,4,0110,90000477,6,EA,EA,C
1715-05-01-08-24A-02C,1715,4,0100,90000476,12,EA,EA,C
1715-05-01-08-24A-02C,1715,4,0090,90000475,12,EA,EA,C
1715-05-01-08-24A-02C,1715,4,0080,90000465,2,EA,EA,C
1715-05-01-08-24A-02C,1715,4,0010,90000385,4,EA,EA,C
1715-05-01-08-24A-02C,1715,4,0020,90000085,2,EA,EA,C
1715-05-01-08-24A-02C,1715,4,0030,90000086,2,EA,EA,C
1715-05-01-08-24A-02C,1715,4,0040,90000803,2,EA,EA,C
1715-05-01-08-24A-02C,1715,4,0050,90001030,6,EA,EA,C
1715-05-01-08-24A-02C,1715,4,0120,90000267,1,EA,EA,C
1715-05-01-08-24A-02C,1715,4,0170,90000907,2,EA,EA,C
1715-05-01-08-24A-02C,1715,4,0070,90000387,1,EA,EA,C
1715-05-01-08-24A-02C,1715,4,0060,90000386,1,EA,EA,C
1715-05-01-08-24A-02C,1715,4,0190,90000567,2,EA,EA,C
1715-05-01-08-24A-02C,1715,4,0160,90000041,8,EA,EA,C
1715-05-01-08-24A-02C,1715,4,0180,90000189,1,EA,EA,C
1715-05-01-08-24A-02C,1715,4,0150,90000007,4,EA,EA,C
1715-05-01-08-24A-02C-004-0060,1715,4,0030,90003256,1,EA,EA,C
1715-05-01-08-24A-02C-004-0060,1715,4,0020,90003255,1,EA,EA,C
1715-05-01-08-24A-02C-004-0060,1715,4,0010,90000357,1,EA,EA,C
1715-05-01-08-24A-02D,1715,4,0170,90000907,2,EA,EA,C
1715-05-01-08-24A-02D,1715,4,0160,90000041,8,EA,EA,C
1715-05-01-08-24A-02D,1715,4,0150,90000007,4,EA,EA,C
1715-05-01-08-24A-02D,1715,4,0140,90000692,12,EA,EA,C
1715-05-01-08-24A-02D,1715,4,0130,90000691,12,EA,EA,C
1715-05-01-08-24A-02D,1715,4,0110,90000477,6,EA,EA,C
1715-05-01-08-24A-02D,1715,4,0050,90001030,6,EA,EA,C
1715-05-01-08-24A-02D,1715,4,0040,90000803,2,EA,EA,C
1715-05-01-08-24A-02D,1715,4,0030,90000086,2,EA,EA,C
1715-05-01-08-24A-02D,1715,4,0020,90000085,2,EA,EA,C
1715-05-01-08-24A-02D,1715,4,0010,90000385,4,EA,EA,C
1715-05-01-08-24A-02D,1715,4,0100,90000476,12,EA,EA,C
1715-05-01-08-24A-02D,1715,4,0090,90000475,12,EA,EA,C
1715-05-01-08-24A-02D,1715,4,0080,90000465,2,EA,EA,C
1715-05-01-08-24A-02D,1715,4,0190,90000567,2,EA,EA,C
1715-05-01-08-24A-02D,1715,4,0120,90000267,1,EA,EA,C
1715-05-01-08-24A-02D,1715,4,0070,90000387,1,EA,EA,C
1715-05-01-08-24A-02D,1715,4,0060,90000386,1,EA,EA,C
1715-05-01-08-24A-02D,1715,4,0180,90000189,1,EA,EA,C
1715-05-01-08-24A-02D-004-0061,1715,4,0010,90000357,1,EA,EA,C
1715-05-01-08-24A-02D-004-0061,1715,4,0020,90003255,1,EA,EA,C
1715-05-01-08-24A-02D-004-0061,1715,4,0030,90003256,1,EA,EA,C
1715-05-01-08-24A-06C,1715,4,0060,90003263,8,EA,EA,C
1715-05-01-08-24A-06C,1715,4,0050,90003176,6,EA,EA,C
1715-05-01-08-24A-06C,1715,4,0040,90003178,4,EA,EA,C
1715-05-01-08-24A-06C,1715,4,0030,90003177,2,EA,EA,C
1715-05-01-08-24A-06C,1715,4,0010,90000443,2,EA,EA,C
1715-05-01-08-24A-06C,1715,4,0020,90000584,2,EA,EA,C
1715-05-01-11-01A-02A,1715,4,0010,90000555,2,EA,EA,C
1715-05-01-11-01A-02A,1715,4,0020,90000043,2,EA,EA,C
1715-05-01-11-01A-02A,1715,4,0030,90000971,2,EA,EA,C
1715-05-01-11-01A-02A-004-0048,1715,4,0010,90000374,1,EA,EA,C
1715-05-01-11-01A-02B,1715,4,0010,90000030,2,EA,EA,C
1715-05-01-11-01A-02C,1715,4,0040,90000974,12,EA,EA,C
1715-05-01-11-01A-02C,1715,4,0030,90000972,2,EA,EA,C
1715-05-01-11-01A-02C,1715,4,0020,90000121,92,EA,EA,C
1715-05-01-11-01A-02C,1715,4,0010,90000027,28,EA,EA,C
1715-05-01-11-01A-02D,1715,4,0060,90000755,2,EA,EA,C
1715-05-01-11-01A-02D,1715,4,0050,90000651,1,EA,EA,C
1715-05-01-11-01A-02D,1715,4,0010,90000681,2,EA,EA,C
1715-05-01-11-01A-02D,1715,4,0020,90000061,2,EA,EA,C
1715-05-01-11-01A-02D,1715,4,0030,90000030,2,EA,EA,C
1715-05-01-11-01A-02D,1715,4,0040,90000043,2,EA,EA,C
1715-05-01-11-01A-02D-004-0049,1715,4,0010,90000374,1,EA,EA,C
1715-05-01-11-01A-02E,1715,4,0040,90000974,12,EA,EA,C
1715-05-01-11-01A-02E,1715,4,0030,90000966,8,EA,EA,C
1715-05-01-11-01A-02E,1715,4,0020,90000027,24,EA,EA,C
1715-05-01-11-01A-02E,1715,4,0010,90000728,16,EA,EA,C
1715-05-01-11-01A-02E,1715,4,0050,90000595,4,EA,EA,C
1715-05-01-11-01A-02F,1715,4,0030,90000971,2,EA,EA,C
1715-05-01-11-01A-02F,1715,4,0020,90000043,2,EA,EA,C
1715-05-01-11-01A-02F,1715,4,0010,90000555,2,EA,EA,C
1715-05-01-11-01A-02F-004-0050,1715,4,0010,90000374,1,EA,EA,C
1715-05-01-11-01A-02G,1715,4,0140,90000685,2,EA,EA,C
1715-05-01-11-01A-02G,1715,4,0130,90000793,4,EA,EA,C
1715-05-01-11-01A-02G,1715,4,0120,90000756,2,EA,EA,C
1715-05-01-11-01A-02G,1715,4,0110,90000855,4,EA,EA,C
1715-05-01-11-01A-02G,1715,4,0020,90000098,1,EA,EA,C
1715-05-01-11-01A-02G,1715,4,0030,90000919,1,EA,EA,C
1715-05-01-11-01A-02G,1715,4,0040,90000550,1,EA,EA,C
1715-05-01-11-01A-02G,1715,4,0100,90000854,12,EA,EA,C
1715-05-01-11-01A-02G,1715,4,0050,90000552,1,EA,EA,C
1715-05-01-11-01A-02G,1715,4,0060,90000831,1,EA,EA,C
1715-05-01-11-01A-02G,1715,4,0070,90000024,24,EA,EA,C
1715-05-01-11-01A-02G,1715,4,0080,90000030,2,EA,EA,C
1715-05-01-11-01A-02G,1715,4,0010,90000117,2,EA,EA,C
1715-05-01-11-01A-02G,1715,4,0090,90000049,4,EA,EA,C
1715-05-01-11-01A-02G-004-0051,1715,4,0010,90000375,1,EA,EA,C
1715-05-01-11-01A-06A,1715,4,0020,90000133,6,EA,EA,C
1715-05-01-11-01A-06A,1715,4,0010,90000244,5,EA,EA,C
1715-05-01-11-01A-06A,1715,4,0180,90000397,1,EA,EA,C
1715-05-01-11-01A-06A,1715,4,0160,90000179,1,EA,EA,C
1715-05-01-11-01A-06A,1715,4,0150,90000508,1,EA,EA,C
1715-05-01-11-01A-06A,1715,4,0140,90000343,1,EA,EA,C
1715-05-01-11-01A-06A,1715,4,0050,90000304,1,EA,EA,C
1715-05-01-11-01A-06A,1715,4,0080,90000257,1,EA,EA,C
1715-05-01-11-01A-06A,1715,4,0090,90000246,1,EA,EA,C
1715-05-01-11-01A-06A,1715,4,0100,90000499,1,EA,EA,C
1715-05-01-11-01A-06A,1715,4,0110,90000382,1,EA,EA,C
1715-05-01-11-01A-06A,1715,4,0120,90000174,1,EA,EA,C
1715-05-01-11-01A-06A,1715,4,0130,90000510,1,EA,EA,C
1715-05-01-11-01A-06A,1715,4,0070,90000254,3,EA,EA,C
1715-05-01-11-01A-06A,1715,4,0210,90000411,2,EA,EA,C
1715-05-01-11-01A-06A,1715,4,0060,90000252,12,EA,EA,C
1715-05-01-11-01A-06A,1715,4,0040,90000300,1,EA,EA,C
1715-05-01-11-01A-06A,1715,4,0170,90000275,1,EA,EA,C
1715-05-01-11-01A-06A,1715,4,0190,90000398,1,EA,EA,C
1715-05-01-11-01A-06A,1715,4,0200,90000400,1,EA,EA,C
1715-05-01-11-01A-06A,1715,4,0030,90000520,1,EA,EA,C
1715-05-01-11-01A-06B,1715,4,0060,90000156,22,EA,EA,C
1715-05-01-11-01A-06B,1715,4,0070,90000157,3,EA,EA,C
1715-05-01-11-01A-06B,1715,4,0090,90000457,6,EA,EA,C
1715-05-01-11-01A-06B,1715,4,0050,90000452,5,EA,EA,C
1715-05-01-11-01A-06B,1715,4,0040,90000462,13,EA,EA,C
1715-05-01-11-01A-06B,1715,4,0080,90000454,1,EA,EA,C
1715-05-01-11-01A-06B,1715,4,0030,90000517,2,EA,EA,C
1715-05-01-11-01A-06B,1715,4,0010,90000190,11,EA,EA,C
1715-05-01-11-01A-06B,1715,4,0020,90000415,7,EA,EA,C
1715-05-01-11-05A-02A,1715,4,0010,90000096,1,EA,EA,C
1715-05-01-11-05A-02A,1715,4,0030,90000575,1,EA,EA,C
1715-05-01-11-05A-02A,1715,4,0020,90000842,1,EA,EA,C
1715-05-01-11-05A-02A-004-0026,1715,4,0010,90000488,1,EA,EA,C
1715-05-01-11-05A-02A-031-0040,1715,4,0010,90000875,1,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0010,90000127,2,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0130,90000042,4,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0120,90000029,4,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0110,90000028,2,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0100,90000014,2,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0070,90000062,2,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0020,90000910,1,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0030,90000911,1,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0040,90000695,1,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0180,90000643,1,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0170,90000839,1,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0210,90000841,2,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0260,90000999,1,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0270,90000856,1,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0290,90000958,1,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0320,90000759,2,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0310,90000441,2,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0240,90000847,1,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0300,90000667,2,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0140,90000068,2,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0280,90000440,2,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0250,90001005,72,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0220,90000574,2,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0230,90000576,1,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0050,90000915,1,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0060,90000916,1,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0080,90000106,1,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0090,90000107,1,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0150,90000787,1,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0160,90000573,1,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0200,90000921,1,EA,EA,C
1715-05-01-11-05A-02B,1715,4,0190,90000644,1,EA,EA,C
1715-05-01-11-05A-02B-004-0027,1715,4,0010,90000489,1,EA,EA,C
1715-05-01-11-05A-02B-013-0004,1715,4,0010,90000162,1,EA,EA,C
1715-05-01-11-05A-02B-013-0004,1715,4,0020,90000288,1,EA,EA,C
1715-05-01-11-05A-02B-013-0004,1715,4,0030,90000227,1,EA,EA,C
1715-05-01-11-05A-02B-031-0041,1715,4,0010,90000877,1,EA,EA,C
1715-05-01-11-05A-02B-031-0042,1715,4,0010,90000876,1,EA,EA,C
1715-05-01-11-05A-02B-031-0043,1715,4,0020,90000474,36,EA,EA,C
1715-05-01-11-05A-02B-031-0043,1715,4,0030,90013163,63,EA,EA,C
1715-05-01-11-05A-02B-031-0043,1715,4,0010,90000886,1,EA,EA,C
1715-05-01-11-05A-02C,1715,4,0020,90000090,1,EA,EA,C
1715-05-01-11-05A-02C,1715,4,0030,90000787,1,EA,EA,C
1715-05-01-11-05A-02C,1715,4,0060,90000579,1,EA,EA,C
1715-05-01-11-05A-02C,1715,4,0050,90000576,1,EA,EA,C
1715-05-01-11-05A-02C,1715,4,0040,90000844,1,EA,EA,C
1715-05-01-11-05A-02C,1715,4,0010,90000913,1,EA,EA,C
1715-05-01-11-05A-02C-004-0028,1715,4,0010,90001002,1,EA,EA,C
1715-05-01-11-05A-02C-013-0005,1715,4,0030,90000227,1,EA,EA,C
1715-05-01-11-05A-02C-013-0005,1715,4,0020,90000288,1,EA,EA,C
1715-05-01-11-05A-02C-013-0005,1715,4,0010,90000162,1,EA,EA,C
1715-05-01-11-05A-02C-031-0044,1715,4,0010,90000884,1,EA,EA,C
1715-05-01-11-05A-02C-031-0044,1715,4,0030,90000070,2,EA,EA,C
1715-05-01-11-05A-02C-031-0044,1715,4,0050,90000113,1,EA,EA,C
1715-05-01-11-05A-02C-031-0044,1715,4,0060,90000114,1,EA,EA,C
1715-05-01-11-05A-02C-031-0044,1715,4,0070,90000115,1,EA,EA,C
1715-05-01-11-05A-02C-031-0044,1715,4,0080,90000112,1,EA,EA,C
1715-05-01-11-05A-02C-031-0044,1715,4,0040,90000111,4,EA,EA,C
1715-05-01-11-05A-02C-031-0044,1715,4,0090,90000217,2,EA,EA,C
1715-05-01-11-05A-02C-031-0044,1715,4,0100,90000441,2,EA,EA,C
1715-05-01-11-05A-02C-031-0044,1715,4,0020,90000436,1,EA,EA,C
1715-05-01-11-05A-02D,1715,4,0050,90000950,1,EA,EA,C
1715-05-01-11-05A-02D,1715,4,0060,90000038,1,EA,EA,C
1715-05-01-11-05A-02D,1715,4,0020,90000269,1,EA,EA,C
1715-05-01-11-05A-02D,1715,4,0030,90000352,1,EA,EA,C
1715-05-01-11-05A-02D,1715,4,0040,90000482,1,EA,EA,C
1715-05-01-11-05A-02D,1715,4,0010,90000180,8,EA,EA,C
1715-05-01-11-05A-02D-031-0045,1715,4,0020,90000111,4,EA,EA,C
1715-05-01-11-05A-02D-031-0045,1715,4,0010,90000570,2,EA,EA,C
1715-05-01-11-05A-02D-031-0045,1715,4,0090,90001000,64,EA,EA,C
1715-05-01-11-05A-02D-031-0045,1715,4,0070,90000217,2,EA,EA,C
1715-05-01-11-05A-02D-031-0045,1715,4,0080,90000885,1,EA,EA,C
1715-05-01-11-05A-02D-031-0045,1715,4,0060,90000112,1,EA,EA,C
1715-05-01-11-05A-02D-031-0045,1715,4,0030,90000113,1,EA,EA,C
1715-05-01-11-05A-02D-031-0045,1715,4,0050,90000115,1,EA,EA,C
1715-05-01-11-05A-02D-031-0045,1715,4,0040,90000114,1,EA,EA,C
1715-05-01-11-05A-02E,1715,4,0010,90000746,2,EA,EA,C
1715-05-01-11-05A-02E-004-0029,1715,4,0030,90000493,1,EA,EA,D
1715-05-01-11-05A-02E-004-0029,1715,4,0010,90001019,1,EA,EA,D
1715-05-01-11-05A-02E-004-0029,1715,4,0040,90001020,1,EA,EA,D
1715-05-01-11-05A-02E-004-0029,1715,4,0020,90000727,2,EA,EA,D
1715-05-01-11-05A-02E-004-0030,1715,4,0030,90000493,1,EA,EA,D
1715-05-01-11-05A-02E-004-0030,1715,4,0010,90001019,1,EA,EA,D
1715-05-01-11-05A-02E-004-0030,1715,4,0040,90001020,1,EA,EA,D
1715-05-01-11-05A-02E-004-0030,1715,4,0020,90000727,2,EA,EA,D
1715-05-01-11-05A-02F-004-0031,1715,4,0010,90000482,1,EA,EA,C
1715-05-01-11-05A-02F-011-0003,1715,4,0050,90000724,1,EA,EA,C
1715-05-01-11-05A-02F-011-0003,1715,4,0060,90000321,1,EA,EA,C
1715-05-01-11-05A-02F-011-0003,1715,4,0040,90000682,1,EA,EA,C
1715-05-01-11-05A-02F-011-0003,1715,4,0030,90000654,1,EA,EA,C
1715-05-01-11-05A-02F-011-0003,1715,4,0010,90000658,2,EA,EA,C
1715-05-01-11-05A-02F-011-0003,1715,4,0020,90000659,2,EA,EA,C
1715-05-01-11-05A-02G,1715,4,0010,90000670,4,EA,EA,C
1715-05-01-11-05A-02G-004-0032,1715,4,0010,90000482,1,EA,EA,C
1715-05-01-11-05A-02G-011-0004,1715,4,0020,90000669,2,EA,EA,C
1715-05-01-11-05A-02G-011-0004,1715,4,0010,90000001,1,EA,EA,C
1715-05-01-11-05A-02H,1715,4,0010,90000095,1,EA,EA,C
1715-05-01-11-05A-02H,1715,4,0040,90000833,1,EA,EA,C
1715-05-01-11-05A-02H,1715,4,0060,90000565,1,EA,EA,C
1715-05-01-11-05A-02H,1715,4,0030,90000829,1,EA,EA,C
1715-05-01-11-05A-02H,1715,4,0020,90000553,1,EA,EA,C
1715-05-01-11-05A-02H,1715,4,0050,90000960,3,EA,EA,C
1715-05-01-11-05A-02H-004-0033,1715,4,0010,90000489,1,EA,EA,C
1715-05-01-11-05A-02H-031-0046,1715,4,0020,90000898,1,EA,EA,C
1715-05-01-11-05A-02H-031-0046,1715,4,0010,90000042,2,EA,EA,C
1715-05-01-11-05A-02I,1715,4,0030,90000660,1,EA,EA,C
1715-05-01-11-05A-02I,1715,4,0100,90000746,2,EA,EA,C
1715-05-01-11-05A-02I,1715,4,0090,90000782,6,EA,EA,C
1715-05-01-11-05A-02I,1715,4,0080,90000832,1,EA,EA,C
1715-05-01-11-05A-02I,1715,4,0070,90000830,1,EA,EA,C
1715-05-01-11-05A-02I,1715,4,0010,90000781,6,EA,EA,C
1715-05-01-11-05A-02I,1715,4,0020,90000722,2,EA,EA,C
1715-05-01-11-05A-02I,1715,4,0040,90000097,1,EA,EA,C
1715-05-01-11-05A-02I,1715,4,0060,90000557,1,EA,EA,C
1715-05-01-11-05A-02I,1715,4,0050,90000551,1,EA,EA,C
1715-05-01-11-05A-02I-004-0034,1715,4,0010,90000487,1,EA,EA,C
1715-05-01-11-05A-02I-031-0047,1715,4,0010,90000042,2,EA,EA,C
1715-05-01-11-05A-02I-031-0047,1715,4,0020,90000897,1,EA,EA,C
1715-05-01-11-05A-02J,1715,4,0010,90001013,1,EA,EA,C
1715-05-01-11-05A-02J,1715,4,0050,90000828,1,EA,EA,C
1715-05-01-11-05A-02J,1715,4,0060,90000829,1,EA,EA,C
1715-05-01-11-05A-02J,1715,4,0070,90000016,1,EA,EA,C
1715-05-01-11-05A-02J,1715,4,0100,90000923,1,EA,EA,C
1715-05-01-11-05A-02J,1715,4,0110,90000791,1,EA,EA,C
1715-05-01-11-05A-02J,1715,4,0120,90000559,1,EA,EA,C
1715-05-01-11-05A-02J,1715,4,0130,90000564,1,EA,EA,C
1715-05-01-11-05A-02J,1715,4,0080,90000023,2,EA,EA,C
1715-05-01-11-05A-02J,1715,4,0090,90000838,2,EA,EA,C
1715-05-01-11-05A-02J,1715,4,0140,90000582,2,EA,EA,C
1715-05-01-11-05A-02J,1715,4,0040,90000097,1,EA,EA,C
1715-05-01-11-05A-02J,1715,4,0030,90000093,1,EA,EA,C
1715-05-01-11-05A-02J,1715,4,0020,90001014,1,EA,EA,C
1715-05-01-11-05A-02J-004-0035,1715,4,0010,90000489,1,EA,EA,C
1715-05-01-11-05A-02J-031-0048,1715,4,0020,90000887,1,EA,EA,C
1715-05-01-11-05A-02J-031-0048,1715,4,0010,90000027,1,EA,EA,C
