Functional Location,Plnt,BOM Usg,Item,Component,Quantity,Un,Un,A
1715-05-02-11-05A-06F,1715,4,0110,90000518,1,EA,EA,D
1715-05-02-11-05A-06F,1715,4,0030,90000141,1,EA,EA,D
1715-05-02-11-05A-06F,1715,4,0170,90001571,1,EA,EA,D
1715-05-02-11-05A-06F,1715,4,0190,90001572,1,EA,EA,D
1715-05-02-11-05A-06F,1715,4,0210,90000455,1,EA,EA,D
1715-05-02-11-05A-06F,1715,4,0220,90001666,1,EA,EA,D
1715-05-02-11-05A-06F,1715,4,0010,90000460,5,EA,EA,D
1715-05-02-11-05A-06F,1715,4,0020,90000138,3,EA,EA,D
1715-05-02-11-05A-06F,1715,4,0040,90000142,3,EA,EA,D
1715-05-02-11-05A-07A,1715,4,0040,90000515,1,EA,EA,D
1715-05-02-11-05A-07A,1715,4,0030,90000241,1,EA,EA,D
1715-05-02-11-05A-07A,1715,4,0010,90000523,4,EA,EA,D
1715-05-02-11-05A-07A,1715,4,0020,90000417,2,EA,EA,D
1715-05-02-11-05A-14A,1715,4,0020,90000478,4,EA,EA,D
1715-05-02-11-05A-14A,1715,4,0010,90001136,2,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0010,90001417,40,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0230,90001763,20,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0240,90001755,4,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0250,90001437,2,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0020,90001418,40,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0040,90001422,20,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0330,90001791,1,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0300,90001476,1,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0290,90001147,1,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0270,90001439,1,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0220,90001610,1,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0190,90001663,1,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0180,90001445,1,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0030,90001003,1,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0050,90001601,1,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0150,90001174,1,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0170,90001436,8,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0160,90001175,4,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0140,90001434,8,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0130,90001433,8,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0120,90001432,8,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0110,90001431,8,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0100,90001430,8,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0090,90001429,8,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0080,90001426,4,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0070,90001425,4,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0060,90001760,20,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0200,90001117,2,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0210,90000036,8,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0260,90001438,2,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0280,90000306,3,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0310,90001220,6,EA,EA,D
1715-05-02-11-27A-02A,1715,4,0320,90001782,3,EA,EA,D
1715-05-02-11-27A-02A-004-0139,1715,4,0010,90001585,1,EA,EA,D
1715-05-02-11-27A-02A-006-0038,1715,4,0010,90001390,1,EA,EA,D
1715-05-02-11-27A-02B,1715,4,0110,90001400,2,EA,EA,D
1715-05-02-11-27A-02B,1715,4,0100,90001399,2,EA,EA,D
1715-05-02-11-27A-02B,1715,4,0190,90001212,1,EA,EA,D
1715-05-02-11-27A-02B,1715,4,0090,90001398,2,EA,EA,D
1715-05-02-11-27A-02B,1715,4,0080,90001397,2,EA,EA,D
1715-05-02-11-27A-02B,1715,4,0070,90001396,8,EA,EA,D
1715-05-02-11-27A-02B,1715,4,0060,90000481,2,EA,EA,D
1715-05-02-11-27A-02B,1715,4,0150,90001404,2,EA,EA,D
1715-05-02-11-27A-02B,1715,4,0160,90001219,16,EA,EA,D
1715-05-02-11-27A-02B,1715,4,0170,90001779,4,EA,EA,D
1715-05-02-11-27A-02B,1715,4,0180,90001138,4,EA,EA,D
1715-05-02-11-27A-02B,1715,4,0200,90001223,32,EA,EA,D
1715-05-02-11-27A-02B,1715,4,0210,90001220,4,EA,EA,D
1715-05-02-11-27A-02B,1715,4,0050,90001459,1,EA,EA,D
1715-05-02-11-27A-02B,1715,4,0120,90001401,2,EA,EA,D
1715-05-02-11-27A-02B,1715,4,0030,90001137,4,EA,EA,D
1715-05-02-11-27A-02B,1715,4,0040,90001626,16,EA,EA,D
1715-05-02-11-27A-02B,1715,4,0020,90000473,4,EA,EA,D
1715-05-02-11-27A-02B,1715,4,0010,90001619,2,EA,EA,D
1715-05-02-11-27A-02B,1715,4,0130,90001402,2,EA,EA,D
1715-05-02-11-27A-02B,1715,4,0140,90001403,2,EA,EA,D
1715-05-02-11-27A-02B-004-0140,1715,4,0010,90000491,1,EA,EA,D
1715-05-02-11-27A-02B-004-0141,1715,4,0010,90000491,1,EA,EA,D
1715-05-02-11-27A-02B-004-0142,1715,4,0010,90000491,1,EA,EA,D
1715-05-02-11-27A-02B-004-0143,1715,4,0010,90000491,1,EA,EA,D
1715-05-02-11-27A-02B-006-0039,1715,4,0010,90001489,1,EA,EA,D
1715-05-02-11-27A-02B-006-0040,1715,4,0010,90001489,1,EA,EA,D
1715-05-02-11-27A-02B-006-0041,1715,4,0010,90001489,1,EA,EA,D
1715-05-02-11-27A-02B-006-0042,1715,4,0010,90001489,1,EA,EA,D
1715-05-02-11-27A-02C,1715,4,0030,90001458,4,EA,EA,D
1715-05-02-11-27A-02C,1715,4,0020,90001319,2,EA,EA,D
1715-05-02-11-27A-02C,1715,4,0010,90001039,4,EA,EA,D
1715-05-02-11-27A-02C-004-0144,1715,4,0010,90000481,1,EA,EA,D
1715-05-02-11-27A-02C-004-0145,1715,4,0010,90000481,1,EA,EA,D
1715-05-02-11-27A-02D,1715,4,0110,90001245,1,EA,EA,C
1715-05-02-11-27A-02D,1715,4,0030,90001561,1,EA,EA,C
1715-05-02-11-27A-02D,1715,4,0020,90001560,1,EA,EA,C
1715-05-02-11-27A-02D,1715,4,0100,90001143,1,EA,EA,C
1715-05-02-11-27A-02D,1715,4,0120,90001323,1,EA,EA,C
1715-05-02-11-27A-02D,1715,4,0090,90001142,1,EA,EA,C
1715-05-02-11-27A-02D,1715,4,0010,90001557,2,EA,EA,C
1715-05-02-11-27A-02D,1715,4,0080,90001204,1,EA,EA,C
1715-05-02-11-27A-02D,1715,4,0070,90001657,1,EA,EA,C
1715-05-02-11-27A-02D,1715,4,0060,90000835,1,EA,EA,C
1715-05-02-11-27A-02D,1715,4,0050,90001244,1,EA,EA,C
1715-05-02-11-27A-02D,1715,4,0040,90001141,1,EA,EA,C
1715-05-02-11-27A-02D-004-0146,1715,4,0010,90001587,1,EA,EA,C
1715-05-02-11-27A-02D-006-0043,1715,4,0010,90001488,1,EA,EA,C
1715-05-02-11-27A-02D-013-0015,1715,4,0050,90001593,1,EA,EA,C
1715-05-02-11-27A-02D-013-0015,1715,4,0040,90001592,1,EA,EA,C
1715-05-02-11-27A-02D-013-0015,1715,4,0030,90001621,1,EA,EA,C
1715-05-02-11-27A-02D-013-0015,1715,4,0020,90001233,1,EA,EA,C
1715-05-02-11-27A-02D-013-0015,1715,4,0060,90001358,1,EA,EA,C
1715-05-02-11-27A-02D-013-0015,1715,4,0010,90001280,1,EA,EA,C
1715-05-02-11-27A-02D-024-0001,1715,4,0020,90001456,1,EA,EA,C
1715-05-02-11-27A-02D-024-0001,1715,4,0010,90001811,1,EA,EA,C
1715-05-02-11-27A-02E,1715,4,0120,90001595,1,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0100,90001140,1,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0190,90001563,2,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0080,90001318,1,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0060,90000096,1,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0050,90001562,1,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0070,90001221,2,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0090,90001109,2,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0110,90001594,4,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0130,90001596,3,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0140,90001241,2,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0150,90001655,2,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0160,90001144,3,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0170,90001145,4,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0200,90001154,2,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0210,90001564,2,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0030,90001558,3,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0040,90001559,3,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0020,90001556,1,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0180,90001370,1,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0220,90001150,1,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0010,90001555,1,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0230,90001213,1,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0240,90001373,1,EA,EA,D
1715-05-02-11-27A-02E,1715,4,0250,90001451,1,EA,EA,D
1715-05-02-11-27A-02E-004-0147,1715,4,0010,90001578,1,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0020,90001556,1,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0210,90001150,1,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0120,90001595,1,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0100,90001140,1,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0080,90001318,1,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0060,90000096,1,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0050,90001562,1,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0220,90001213,1,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0230,90001451,1,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0030,90001558,3,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0040,90001559,2,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0010,90001555,1,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0070,90001221,2,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0090,90001109,2,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0110,90001594,4,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0130,90001596,3,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0140,90001241,2,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0150,90001655,2,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0160,90001144,3,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0170,90001145,4,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0180,90001563,2,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0200,90001564,2,EA,EA,D
1715-05-02-11-27A-02F,1715,4,0190,90001154,2,EA,EA,D
1715-05-02-11-27A-02F-004-0148,1715,4,0010,90001578,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0320,90001820,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0310,90001006,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0300,90001075,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0030,90001628,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0020,90001618,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0290,90001088,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0280,90001087,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0270,90001146,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0260,90001819,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0250,90001366,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0240,90001407,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0230,90001444,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0220,90001085,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0210,90001442,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0200,90001827,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0190,90001826,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0180,90001455,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0170,90001818,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0010,90001821,2,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0100,90001074,2,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0040,90001346,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0050,90001347,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0060,90001461,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0070,90001460,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0080,90001069,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0090,90001097,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0110,90001825,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0120,90001565,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0130,90001453,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0140,90001155,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0160,90001324,1,EA,EA,C
1715-05-02-11-27A-02G,1715,4,0150,90001608,1,EA,EA,C
1715-05-02-11-27A-02G-004-0149,1715,4,0020,90001455,1,EA,EA,C
1715-05-02-11-27A-02G-004-0149,1715,4,0010,90001577,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0040,90001346,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0050,90001347,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0060,90001461,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0070,90001460,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0080,90001069,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0100,90001074,2,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0090,90001097,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0110,90001825,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0320,90001820,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0010,90001821,2,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0120,90001565,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0130,90001453,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0140,90001155,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0300,90001075,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0290,90001088,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0280,90001087,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0270,90001146,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0260,90001819,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0250,90001366,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0240,90001407,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0230,90001444,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0220,90001085,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0210,90001442,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0200,90001827,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0190,90001826,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0180,90001455,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0170,90001818,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0310,90001006,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0160,90001324,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0150,90001608,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0020,90001618,1,EA,EA,C
1715-05-02-11-27A-02H,1715,4,0030,90001628,1,EA,EA,C
1715-05-02-11-27A-02H-004-0150,1715,4,0010,90001577,1,EA,EA,C
1715-05-02-11-27A-02H-004-0150,1715,4,0020,90001455,1,EA,EA,C
1715-05-02-11-27A-02I,1715,4,0010,90001607,1,EA,EA,C
1715-05-02-11-27A-02I,1715,4,0020,90001554,3,EA,EA,C
1715-05-02-11-27A-02I-024-0002,1715,4,0010,90001812,1,EA,EA,C
1715-05-02-11-27A-02K,1715,4,0180,90001781,2,EA,EA,D
1715-05-02-11-27A-02K,1715,4,0170,90001494,2,EA,EA,D
1715-05-02-11-27A-02K,1715,4,0190,90001477,4,EA,EA,D
1715-05-02-11-27A-02K,1715,4,0050,90000024,8,EA,EA,D
1715-05-02-11-27A-02K,1715,4,0040,90001149,4,EA,EA,D
1715-05-02-11-27A-02K,1715,4,0020,90001620,8,EA,EA,D
1715-05-02-11-27A-02K,1715,4,0010,90001725,2,EA,EA,D
1715-05-02-11-27A-02K,1715,4,0160,90001627,1,EA,EA,D
1715-05-02-11-27A-02K,1715,4,0060,90001098,4,EA,EA,D
1715-05-02-11-27A-02K,1715,4,0030,90001726,1,EA,EA,D
1715-05-02-11-27A-02K,1715,4,0150,90001630,2,EA,EA,D
1715-05-02-11-27A-02K,1715,4,0140,90001629,2,EA,EA,D
1715-05-02-11-27A-02K,1715,4,0130,90001210,4,EA,EA,D
1715-05-02-11-27A-02K,1715,4,0120,90001662,4,EA,EA,D
1715-05-02-11-27A-02K,1715,4,0110,90001661,4,EA,EA,D
1715-05-02-11-27A-02K,1715,4,0100,90001218,8,EA,EA,D
1715-05-02-11-27A-02K,1715,4,0090,90001004,2,EA,EA,D
1715-05-02-11-27A-02K,1715,4,0080,90001114,2,EA,EA,D
1715-05-02-11-27A-02K,1715,4,0070,90001727,2,EA,EA,D
1715-05-02-11-27A-02K-004-0151,1715,4,0010,90000486,1,EA,EA,D
1715-05-02-11-27A-02K-004-0152,1715,4,0010,90000486,1,EA,EA,D
1715-05-02-11-27A-02K-006-0044,1715,4,0010,90001494,1,EA,EA,D
1715-05-02-11-27A-02K-006-0045,1715,4,0010,90001494,1,EA,EA,D
1715-05-02-11-27A-02L,1715,4,0010,90001591,4,EA,EA,C
1715-05-02-11-27A-02M,1715,4,0010,90001307,1,EA,EA,D
1715-05-02-11-27A-02M,1715,4,0020,90001153,1,EA,EA,D
1715-05-02-11-27A-02M-011-0013,1715,4,0010,90001446,1,EA,EA,D
1715-05-02-11-27A-02M-011-0013,1715,4,0030,90001452,1,EA,EA,D
1715-05-02-11-27A-02M-011-0013,1715,4,0020,90001040,1,EA,EA,D
1715-05-02-11-27A-04A,1715,4,0010,90000397,1,EA,EA,A
1715-05-02-11-27A-04A,1715,4,0040,90000400,1,EA,EA,A
1715-05-02-11-27A-04A,1715,4,0020,90000398,1,EA,EA,A
1715-05-02-11-27A-04A,1715,4,0030,90000399,2,EA,EA,A
1715-05-02-11-27A-06A,1715,4,0180,90000511,1,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0170,90000237,1,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0220,90001359,1,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0010,90000133,4,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0030,90001788,2,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0230,90001441,1,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0250,90000397,1,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0260,90000398,1,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0270,90001602,1,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0190,90000146,5,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0240,90001364,3,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0050,90000304,1,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0110,90001409,1,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0140,90001789,1,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0160,90000236,1,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0040,90000300,1,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0020,90000507,1,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0210,90000239,2,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0200,90000197,3,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0150,90000340,5,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0130,90000231,2,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0120,90000230,2,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0100,90001363,3,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0090,90000254,3,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0080,90000253,3,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0280,90001465,1,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0070,90000252,11,EA,EA,C
1715-05-02-11-27A-06A,1715,4,0060,90000249,3,EA,EA,C
1715-05-02-11-27A-06B,1715,4,0020,90001603,1,EA,EA,C
1715-05-02-11-27A-06B,1715,4,0160,90001480,1,EA,EA,C
1715-05-02-11-27A-06B,1715,4,0130,90000344,1,EA,EA,C
1715-05-02-11-27A-06B,1715,4,0120,90001790,1,EA,EA,C
1715-05-02-11-27A-06B,1715,4,0090,90000510,1,EA,EA,C
1715-05-02-11-27A-06B,1715,4,0170,90000384,3,EA,EA,C
1715-05-02-11-27A-06B,1715,4,0150,90000346,19,EA,EA,C
1715-05-02-11-27A-06B,1715,4,0140,90000345,5,EA,EA,C
1715-05-02-11-27A-06B,1715,4,0110,90000146,3,EA,EA,C
1715-05-02-11-27A-06B,1715,4,0100,90000340,4,EA,EA,C
1715-05-02-11-27A-06B,1715,4,0070,90000231,3,EA,EA,C
1715-05-02-11-27A-06B,1715,4,0080,90000383,1,EA,EA,C
1715-05-02-11-27A-06B,1715,4,0050,90000334,4,EA,EA,C
1715-05-02-11-27A-06B,1715,4,0040,90000333,8,EA,EA,C
1715-05-02-11-27A-06B,1715,4,0030,90000332,3,EA,EA,C
1715-05-02-11-27A-06B,1715,4,0010,90000421,2,EA,EA,C
1715-05-02-11-27A-06B,1715,4,0060,90000229,1,EA,EA,C
1715-05-02-11-27A-06C,1715,4,0130,90000408,1,EA,EA,C
1715-05-02-11-27A-06C,1715,4,0120,90000407,1,EA,EA,C
1715-05-02-11-27A-06C,1715,4,0110,90000406,1,EA,EA,C
1715-05-02-11-27A-06C,1715,4,0040,90000398,5,EA,EA,C
1715-05-02-11-27A-06C,1715,4,0050,90000399,3,EA,EA,C
1715-05-02-11-27A-06C,1715,4,0030,90000397,1,EA,EA,C
1715-05-02-11-27A-06C,1715,4,0090,90000403,1,EA,EA,C
1715-05-02-11-27A-06C,1715,4,0080,90000402,1,EA,EA,C
1715-05-02-11-27A-06C,1715,4,0070,90000401,1,EA,EA,C
1715-05-02-11-27A-06C,1715,4,0060,90000400,1,EA,EA,C
1715-05-02-11-27A-06C,1715,4,0010,90000396,1,EA,EA,C
1715-05-02-11-27A-06C,1715,4,0020,90000331,2,EA,EA,C
1715-05-02-11-27A-06C,1715,4,0100,90000404,2,EA,EA,C
1715-05-02-11-27A-06C-043-0018,1715,4,0010,90000378,1,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0230,90001573,1,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0190,90000155,17,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0220,90001276,2,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0010,90001574,1,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0030,90000328,8,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0020,90001361,2,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0060,90001665,4,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0070,90001265,8,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0080,90001266,2,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0090,90001268,6,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0100,90001269,2,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0130,90000517,3,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0140,90000150,2,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0150,90000151,2,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0160,90000519,4,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0170,90000462,7,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0180,90000452,13,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0200,90000157,19,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0210,90000453,4,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0040,90001262,1,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0050,90001408,1,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0110,90001271,1,EA,EA,C
1715-05-02-11-27A-06D,1715,4,0120,90001272,1,EA,EA,C
1715-05-02-11-27A-07A,1715,4,0060,90001815,1,EA,EA,D
1715-05-02-11-27A-07A,1715,4,0080,90001786,1,EA,EA,D
1715-05-02-11-27A-07A,1715,4,0040,90001360,1,EA,EA,D
1715-05-02-11-27A-07A,1715,4,0050,90001264,3,EA,EA,D
1715-05-02-11-27A-07A,1715,4,0070,90000514,4,EA,EA,D
1715-05-02-11-27A-07A,1715,4,0090,90001369,2,EA,EA,D
1715-05-02-11-27A-07A,1715,4,0100,90001787,2,EA,EA,D
1715-05-02-11-27A-07A,1715,4,0010,90000522,5,EA,EA,D
1715-05-02-11-27A-07A,1715,4,0020,90001368,3,EA,EA,D
1715-05-02-11-27A-07A,1715,4,0030,90000417,4,EA,EA,D
1715-05-02-11-27A-08A,1715,4,0010,90001813,1,EA,EA,D
1715-05-02-11-27A-11A,1715,4,0040,90000287,1,EA,EA,
1715-05-02-11-27A-11A,1715,4,0030,90001814,1,EA,EA,
1715-05-02-11-27A-11A,1715,4,0020,90000313,1,EA,EA,
1715-05-02-11-27A-11A,1715,4,0010,90000307,1,EA,EA,
1715-05-02-11-27A-11A,1715,4,0050,90000314,1,EA,EA,
1715-05-02-11-32A-02A,1715,4,0040,90000646,70,EA,EA,B
1715-05-02-11-32A-02A,1715,4,0030,90000575,1,EA,EA,B
1715-05-02-11-32A-02A,1715,4,0020,90000842,1,EA,EA,B
1715-05-02-11-32A-02A,1715,4,0070,90000773,1,EA,EA,B
1715-05-02-11-32A-02A,1715,4,0060,90000772,1,EA,EA,B
1715-05-02-11-32A-02A,1715,4,0010,90000096,1,EA,EA,B
1715-05-02-11-32A-02A,1715,4,0050,90000744,1,EA,EA,B
1715-05-02-11-32A-02A-004-0099,1715,4,0010,90000488,1,EA,EA,B
1715-05-02-11-32A-02A-031-0085,1715,4,0010,90000875,1,EA,EA,B
1715-05-02-11-32A-02B,1715,4,0040,90000959,2,EA,EA,B
1715-05-02-11-32A-02B,1715,4,0060,90000753,2,EA,EA,B
1715-05-02-11-32A-02B,1715,4,0030,90000836,1,EA,EA,B
1715-05-02-11-32A-02B,1715,4,0020,90000918,1,EA,EA,B
1715-05-02-11-32A-02B,1715,4,0070,90000562,1,EA,EA,B
