Material Type,Material Group,Material,Description,Base Unit,BatchManagement,Configurable,Mfr Part Number,Manufacturer,Material locked,Division,Supply source,W/ empties BOM
ZER2,U31162313,90008965,GEARMOTOR GÖPFERT 361310,EA,,,,,,,,
ZER2,U31162313,90008966,GEARMOTOR GÖPFERT 361304,EA,,,,,,,,
ZER2,U31171709,90008967,GEAR RACK GÖPFERT 304561,EA,,,,,,,,
ZER2,U31171709,90008968,GEAR RACK GÖPFERT 10996006,EA,,,,,,,,
ZER2,U26111510,90008969,GEARSHAFT GÖPFERT 234807,EA,,,,,,,,
ZER2,U26111510,90008970,GEARSHAFT GÖPFERT 308494,EA,,,,,,,,
ZER2,U23153038,90008971,GUIDE GÖPFERT 11556600,EA,,,,,,,,
ZER2,U23153038,90008972,GUIDE GÖPFERT 166004,EA,,,,,,,,
ZER2,U23153038,90008973,GUIDE GÖPFERT 304323,EA,,,,,,,,
ZER2,U23153038,90008974,GUIDE GÖPFERT 304324,EA,,,,,,,,
ZER2,U23153038,90008975,GUIDE GÖPFERT 304339,EA,,,,,,,,
ZER2,U23153038,90008976,GUIDE GÖPFERT 304340,EA,,,,,,,,
ZER2,U23153038,90008977,GUIDE GÖPFERT 304343,EA,,,,,,,,
ZER2,U23153038,90008978,GUIDE GÖPFERT 304348,EA,,,,,,,,
ZER2,U23153038,90008979,GUIDE GÖPFERT 304349,EA,,,,,,,,
ZER2,U31251510,90008980,COIL SOLENOID GÖPFERT 204653,EA,,,,,,,,
ZER2,U31163210,90008981,COLLAR GÖPFERT 227448,EA,,,,,,,,
ZER2,U31161904,90008982,SPRING COMPRESSION GÖPFERT 233797,EA,,,,,,,,
ZER2,U31161904,90008983,SPRING COMPRESSION GÖPFERT 237344,EA,,,,,,,,
ZER2,U31161904,90008984,SPRING COMPRESSION GÖPFERT 237413,EA,,,,,,,,
ZER2,U39121409,90008985,CONNECTOR GÖPFERT 227450 CLEVIS,EA,,,,,,,,
ZER2,U39121409,90008986,CONNECTOR GÖPFERT 242520,EA,,,,,,,,
ZER2,U39121409,90008987,CONNECTOR GÖPFERT 242521,EA,,,,,,,,
ZER2,U32151903,90008988,CONTROL DIST BOX GÖPFERT 190150,EA,,,,,,,,
ZER2,U32151903,90008989,CONTROL DIST BOX GÖPFERT 208347,EA,,,,,,,,
ZER2,U31163009,90008990,COUPLING RIGID GÖPFERT 355958,EA,,,,,,,,
ZER2,U31163009,90008991,COUPLING RIGID GÖPFERT 166298,EA,,,,,,,,
ZER2,U31163009,90008992,COUPLING RIGID GÖPFERT 253031,EA,,,,,,,,
ZER2,U31163009,90008993,COUPLING RIGID GÖPFERT 125912,EA,,,,,,,,
ZER2,U31163009,90008994,COUPLING RIGID GÖPFERT 179811,EA,,,,,,,,
ZER2,U31163009,90008995,COUPLING RIGID GÖPFERT 180699,EA,,,,,,,,
ZER2,U31163009,90008996,COUPLING RIGID GÖPFERT 189756,EA,,,,,,,,
ZER2,U31163009,90008997,COUPLING RIGID GÖPFERT 305209,EA,,,,,,,,
ZER2,U31163009,90008998,COUPLING RIGID GÖPFERT 316040,EA,,,,,,,,
ZER2,U31163009,90008999,COUPLING RIGID GÖPFERT 353028,EA,,,,,,,,
ZER2,U31163009,90009000,COUPLING RIGID GÖPFERT 145587,EA,,,,,,,,
ZER2,U31163009,90009001,COUPLING RIGID GÖPFERT 182681,EA,,,,,,,,
ZER2,U31163009,90009002,COUPLING RIGID GÖPFERT 182682,EA,,,,,,,,
ZER2,U31163009,90009003,COUPLING RIGID GÖPFERT 185574,EA,,,,,,,,
ZER2,U31163009,90009004,COUPLING RIGID GÖPFERT 191491,EA,,,,,,,,
ZER2,U31163009,90009005,COUPLING RIGID GÖPFERT 191492,EA,,,,,,,,
ZER2,U31163009,90009006,COUPLING RIGID GÖPFERT 191493,EA,,,,,,,,
ZER2,U31163009,90009007,COUPLING RIGID GÖPFERT 191577,EA,,,,,,,,
ZER2,U31163009,90009008,COUPLING RIGID GÖPFERT 195121,EA,,,,,,,,
ZER2,U31163009,90009009,COUPLING RIGID GÖPFERT 300841,EA,,,,,,,,
ZER2,U31163009,90009010,COUPLING RIGID GÖPFERT 320005,EA,,,,,,,,
ZER2,U31163009,90009011,COUPLING RIGID GÖPFERT 320012,EA,,,,,,,,
ZER2,U31163009,90009012,COUPLING RIGID GÖPFERT 323771,EA,,,,,,,,
ZER2,U31163009,90009013,COUPLING RIGID GÖPFERT 324011,EA,,,,,,,,
ZER2,U31163009,90009014,COUPLING RIGID GÖPFERT 352456,EA,,,,,,,,
ZER2,U31163009,90009015,COUPLING RIGID GÖPFERT 353598,EA,,,,,,,,
ZER2,U31163009,90009016,COUPLING RIGID GÖPFERT 353807,EA,,,,,,,,
ZER2,U31163009,90009017,COUPLING RIGID GÖPFERT 353808,EA,,,,,,,,
ZER2,U31163009,90009018,COUPLING RIGID GÖPFERT 145178,EA,,,,,,,,
ZER2,U31163009,90009019,COUPLING RIGID GÖPFERT 163369,EA,,,,,,,,
ZER2,U31163009,90009020,COUPLING RIGID GÖPFERT 217150,EA,,,,,,,,
ZER2,U31163009,90009021,COUPLING RIGID GÖPFERT 249370,EA,,,,,,,,
ZER2,U31163009,90009022,COUPLING RIGID GÖPFERT 249377,EA,,,,,,,,
ZER2,U31163009,90009023,COUPLING RIGID GÖPFERT 323473,EA,,,,,,,,
ZER2,U31163009,90009024,COUPLING RIGID GÖPFERT 323475,EA,,,,,,,,
ZER2,U31163009,90009025,COUPLING RIGID GÖPFERT 10339705,EA,,,,,,,,
ZER2,U31163009,90009026,COUPLING RIGID GÖPFERT 143055,EA,,,,,,,,
ZER2,U31163009,90009027,COUPLING RIGID GÖPFERT 306667,EA,,,,,,,,
ZER2,U31163009,90009028,COUPLING RIGID GÖPFERT 183741,EA,,,,,,,,
ZER2,U27131701,90009029,CYLINDER PNEUMATIC GÖPFERT 223027,EA,,,,,,,,
ZER2,U27131701,90009030,CYLINDER PNEUMATIC GÖPFERT 225945,EA,,,,,,,,
ZER2,U27131701,90009031,CYLINDER PNEUMATIC GÖPFERT 243584,EA,,,,,,,,
ZER2,U27131701,90009032,CYLINDER PNEUMATIC GÖPFERT 231842,EA,,,,,,,,
ZER2,U27131701,90009033,CYLINDER PNEUMATIC GÖPFERT 231974,EA,,,,,,,,
ZER2,U27131701,90009034,CYLINDER PNEUMATIC GÖPFERT 234846,EA,,,,,,,,
ZER2,U27131701,90009035,CYLINDER PNEUMATIC GÖPFERT 237358,EA,,,,,,,,
ZER2,U27131701,90009036,CYLINDER PNEUMATIC GÖPFERT 237359,EA,,,,,,,,
ZER2,U27131701,90009037,CYLINDER PNEUMATIC GÖPFERT 238419,EA,,,,,,,,
ZER2,U27131701,90009038,CYLINDER PNEUMATIC GÖPFERT 239149,EA,,,,,,,,
ZER2,U27131701,90009039,CYLINDER PNEUMATIC GÖPFERT 227449,EA,,,,,,,,
ZER2,U27131701,90009040,CYLINDER PNEUMATIC GÖPFERT 232916,EA,,,,,,,,
ZER2,U27131701,90009041,CYLINDER PNEUMATIC GÖPFERT 239617,EA,,,,,,,,
ZER2,U27131701,90009042,CYLINDER PNEUMATIC GÖPFERT 248367,EA,,,,,,,,
ZER2,U27131701,90009043,CYLINDER PNEUMATIC GÖPFERT 223580,EA,,,,,,,,
ZER2,U27131701,90009044,CYLINDER PNEUMATIC GÖPFERT 224380,EA,,,,,,,,
ZER2,U27131701,90009045,CYLINDER PNEUMATIC GÖPFERT 228339,EA,,,,,,,,
ZER2,U27131701,90009046,CYLINDER PNEUMATIC GÖPFERT 232895,EA,,,,,,,,
ZER2,U27131701,90009047,CYLINDER PNEUMATIC GÖPFERT 233002,EA,,,,,,,,
ZER2,U27131701,90009048,CYLINDER PNEUMATIC GÖPFERT 236974,EA,,,,,,,,
ZER2,U27131701,90009049,CYLINDER PNEUMATIC GÖPFERT 248351,EA,,,,,,,,
ZER2,U27131701,90009050,CYLINDER PNEUMATIC GÖPFERT 249177,EA,,,,,,,,
ZER2,U27131701,90009051,CYLINDER PNEUMATIC GÖPFERT 252710,EA,,,,,,,,
ZER2,U27131701,90009052,CYLINDER PNEUMATIC GÖPFERT 252950,EA,,,,,,,,
ZER2,U27131701,90009053,CYLINDER PNEUMATIC GÖPFERT 229340,EA,,,,,,,,
ZER2,U27131701,90009054,CYLINDER PNEUMATIC GÖPFERT 172414,EA,,,,,,,,
ZER2,U27131701,90009055,CYLINDER PNEUMATIC GÖPFERT 244466,EA,,,,,,,,
ZER2,U27131701,90009056,CYLINDER PNEUMATIC GÖPFERT 247875,EA,,,,,,,,
ZER2,U27131701,90009057,CYLINDER PNEUMATIC GÖPFERT 127580,EA,,,,,,,,
ZER2,U27131701,90009058,CYLINDER PNEUMATIC GÖPFERT 207873,EA,,,,,,,,
ZER2,U27131701,90009059,CYLINDER PNEUMATIC GÖPFERT 225200,EA,,,,,,,,
ZER2,U23153038,90009060,GUIDE GÖPFERT 304350,EA,,,,,,,,
ZER2,U23153038,90009061,GUIDE GÖPFERT 304351,EA,,,,,,,,
ZER2,U23153038,90009062,GUIDE GÖPFERT 304366,EA,,,,,,,,
ZER2,U23153038,90009063,GUIDE GÖPFERT 304469,EA,,,,,,,,
ZER2,U23153038,90009064,GUIDE GÖPFERT 304480,EA,,,,,,,,
ZER2,U23153038,90009065,GUIDE GÖPFERT 312579,EA,,,,,,,,
ZER2,U23153038,90009066,GUIDE GÖPFERT 338404,EA,,,,,,,,
ZER2,U23153038,90009067,GUIDE GÖPFERT 11667700,EA,,,,,,,,
ZER2,U23153038,90009068,GUIDE GÖPFERT 250263,EA,,,,,,,,
ZER2,U23153038,90009069,GUIDE GÖPFERT 328236,EA,,,,,,,,
ZER2,U31163207,90009070,KEY GÖPFERT 304365,EA,,,,,,,,
ZER2,U31163207,90009071,KEY GÖPFERT 326934,EA,,,,,,,,
ZER2,U31163207,90009072,KEY GÖPFERT 331119,EA,,,,,,,,
ZER2,U31163207,90009073,KEY GÖPFERT 203058,EA,,,,,,,,
ZER2,U31163207,90009074,KEY GÖPFERT 356946,EA,,,,,,,,
ZER2,U31162313,90009075,KIT GÖPFERT 238422,EA,,,,,,,,
ZER2,U27111501,90009076,KNIFE GÖPFERT 302435,EA,,,,,,,,
ZER2,U27111501,90009077,KNIFE GÖPFERT 302436,EA,,,,,,,,
ZER2,U27111501,90009078,KNIFE GÖPFERT 337048,EA,,,,,,,,
ZER2,U31162407,90009079,LATCH SAFETY GÖPFERT 210223,EA,,,,,,,,
ZER2,U31162407,90009080,LATCH SAFETY GÖPFERT 124298,EA,,,,,,,,
ZER2,U31162407,90009081,LATCH SAFETY GÖPFERT 353758,EA,,,,,,,,
ZER2,U31162801,90009082,HANDLE GÖPFERT 319659 LEVER,EA,,,,,,,,
ZER2,U31162801,90009083,HANDLE GÖPFERT 322223 LEVER,EA,,,,,,,,
ZER2,U31162801,90009084,HANDLE GÖPFERT 349028 LEVER,EA,,,,,,,,
ZER2,U31162801,90009085,HANDLE GÖPFERT 306645 LEVER,EA,,,,,,,,
ZER2,U31162801,90009086,HANDLE GÖPFERT 306646 LEVER,EA,,,,,,,,
ZER2,U31162801,90009087,HANDLE GÖPFERT 306964 LEVER,EA,,,,,,,,
ZER2,U31162801,90009088,HANDLE GÖPFERT 310504 LEVER,EA,,,,,,,,
ZER2,U31162801,90009089,HANDLE GÖPFERT 339601 LEVER,EA,,,,,,,,
ZER2,U31162801,90009090,HANDLE GÖPFERT 193926 LEVER,EA,,,,,,,,
ZER2,U31162801,90009091,HANDLE GÖPFERT 193927 LEVER,EA,,,,,,,,
ZER2,U31162801,90009092,HANDLE GÖPFERT 243525 LEVER,EA,,,,,,,,
ZER2,U31162801,90009093,HANDLE GÖPFERT 353560 LEVER,EA,,,,,,,,
ZER2,U31162801,90009094,HANDLE GÖPFERT 349057 LEVER,EA,,,,,,,,
ZER2,U31162801,90009095,HANDLE GÖPFERT 304958 LEVER,EA,,,,,,,,
ZER2,U31162801,90009096,HANDLE GÖPFERT 11262000 LEVER,EA,,,,,,,,
ZER2,U31162801,90009097,HANDLE GÖPFERT 300896 LEVER,EA,,,,,,,,
ZER2,U23153030,90009098,LINEAR MOTION SYST GÖPFERT 188898,EA,,,,,,,,
ZER2,U30103100,90009099,RAIL LINEAR GÖPFERT 239754,EA,,,,,,,,
ZER2,U30103100,90009100,RAIL LINEAR GÖPFERT 239755,EA,,,,,,,,
ZER2,U30103100,90009101,RAIL LINEAR GÖPFERT 322246,EA,,,,,,,,
ZER2,U30103100,90009102,RAIL LINEAR GÖPFERT 322247,EA,,,,,,,,
ZER2,U30103100,90009103,RAIL LINEAR GÖPFERT 353577,EA,,,,,,,,
ZER2,U31381002,90009104,MAGNET GÖPFERT 219259,EA,,,,,,,,
ZER2,U32101600,90009105,MODULE ELECTRONIC GÖPFERT 362640,EA,,,,,,,,
ZER2,U32101600,90009106,MODULE ELECTRONIC GÖPFERT 248348,EA,,,,,,,,
ZER2,U26101602,90009107,MOTOR AC GÖPFERT 361356,EA,,,,,,,,
ZER2,U26101602,90009108,MOTOR AC GÖPFERT 323770,EA,,,,,,,,
ZER2,U26101602,90009109,MOTOR AC GÖPFERT 365015,EA,,,,,,,,
ZER2,U26101602,90009110,MOTOR AC GÖPFERT 332823,EA,,,,,,,,
ZER2,U26101602,90009111,MOTOR AC GÖPFERT 337613,EA,,,,,,,,
ZER2,U26101606,90009112,MOTOR SERVO GÖPFERT 323602,EA,,,,,,,,
ZER2,U26101606,90009113,MOTOR SERVO GÖPFERT 326704,EA,,,,,,,,
ZER2,U26101606,90009114,MOTOR SERVO GÖPFERT 326705,EA,,,,,,,,
ZER2,U26101606,90009115,MOTOR SERVO GÖPFERT 345427,EA,,,,,,,,
ZER2,U26101606,90009116,MOTOR SERVO GÖPFERT 345428,EA,,,,,,,,
ZER2,U26101606,90009117,MOTOR SERVO GÖPFERT 343513,EA,,,,,,,,
ZER2,U26101606,90009118,MOTOR SERVO GÖPFERT 343514,EA,,,,,,,,
ZER2,U26101606,90009119,MOTOR SERVO GÖPFERT 352454,EA,,,,,,,,
ZER2,U26101606,90009120,MOTOR SERVO GÖPFERT 327887,EA,,,,,,,,
ZER2,U26101606,90009121,MOTOR SERVO GÖPFERT 343518,EA,,,,,,,,
ZER2,U26101606,90009122,MOTOR SERVO GÖPFERT 301731,EA,,,,,,,,
ZER2,U26101606,90009123,MOTOR SERVO GÖPFERT 323502,EA,,,,,,,,
ZER2,U26101606,90009124,MOTOR SERVO GÖPFERT 327937,EA,,,,,,,,
ZER2,U26101606,90009125,MOTOR SERVO GÖPFERT 343517,EA,,,,,,,,
ZER2,U26101606,90009126,MOTOR SERVO GÖPFERT 343511,EA,,,,,,,,
ZER2,U26101606,90009127,MOTOR SERVO GÖPFERT 343515,EA,,,,,,,,
ZER2,U31162313,90009128,GEARMOTOR GÖPFERT 337612,EA,,,,,,,,
ZER2,U31162313,90009129,GEARMOTOR GÖPFERT 337619,EA,,,,,,,,
ZER2,U31162313,90009130,GEARMOTOR GÖPFERT 337625,EA,,,,,,,,
ZER2,U31162313,90009131,GEARMOTOR GÖPFERT 341031,EA,,,,,,,,
ZER2,U31162313,90009132,GEARMOTOR GÖPFERT 346895,EA,,,,,,,,
ZER2,U31162313,90009133,GEARMOTOR GÖPFERT 348900,EA,,,,,,,,
ZER2,U31162313,90009134,GEARMOTOR GÖPFERT 335070,EA,,,,,,,,
ZER2,U31162313,90009135,GEARMOTOR GÖPFERT 337614,EA,,,,,,,,
ZER2,U31162313,90009136,GEARMOTOR GÖPFERT 337615,EA,,,,,,,,
ZER2,U31162313,90009137,GEARMOTOR GÖPFERT 182575,EA,,,,,,,,
ZER2,U31162313,90009138,GEARMOTOR GÖPFERT 337611,EA,,,,,,,,
ZER2,U31162313,90009139,GEARMOTOR GÖPFERT 337618,EA,,,,,,,,
ZER2,U31162313,90009140,GEARMOTOR GÖPFERT 337622,EA,,,,,,,,
ZER2,U31162313,90009141,GEARMOTOR GÖPFERT 355957,EA,,,,,,,,
ZER2,U31162313,90009142,GEARMOTOR GÖPFERT 361850,EA,,,,,,,,
ZER2,U31162313,90009143,GEARMOTOR GÖPFERT 323182,EA,,,,,,,,
ZER2,U31162313,90009144,GEARMOTOR GÖPFERT 323571,EA,,,,,,,,
ZER2,U31162313,90009145,ADJUSTING DEVICE GÖPFERT 331310,EA,,,,,,,,
ZER2,U31162313,90009146,BEARING GÖPFERT 240786,EA,,,,,,,,
ZER2,U31162313,90009147,BEARING GÖPFERT 248445,EA,,,,,,,,
ZER2,U31162313,90009148,BEARING GÖPFERT 158279,EA,,,,,,,,
ZER2,U31162313,90009149,BEARING GÖPFERT 158280,EA,,,,,,,,
ZER2,U31162313,90009150,BEARING GÖPFERT 170233,EA,,,,,,,,
ZER2,U31162313,90009151,BEARING GÖPFERT 170234,EA,,,,,,,,
ZER2,U31162313,90009152,STRIP GÖPFERT 355754,EA,,,,,,,,
ZER2,U31162313,90009153,BEARING GÖPFERT 307022,EA,,,,,,,,
ZER2,U31162313,90009154,MOTOR GÖPFERT 191576,EA,,,,,,,,
ZER2,U31162313,90009155,MOTOR GÖPFERT 361228,EA,,,,,,,,
ZER2,U31162313,90009156,MOTOR GÖPFERT 362232,EA,,,,,,,,
ZER2,U31162313,90009157,GROUNTING NEEDLE GÖPFERT 330020,EA,,,,,,,,
ZER2,U31162313,90009158,BLOCK GÖPFERT 152164,EA,,,,,,,,
ZER2,U31162313,90009159,SUPPORT GÖPFERT 350895,EA,,,,,,,,
ZER2,U23153038,90009160,GUIDE GÖPFERT 328237,EA,,,,,,,,
ZER2,U23153038,90009161,GUIDE GÖPFERT 11250000,EA,,,,,,,,
ZER2,U23153038,90009162,GUIDE GÖPFERT 343560,EA,,,,,,,,
ZER2,U23153038,90009163,GUIDE GÖPFERT 343570,EA,,,,,,,,
ZER2,U23153038,90009164,GUIDE GÖPFERT 352605,EA,,,,,,,,
ZER2,U23153038,90009165,GUIDE GÖPFERT 316334,EA,,,,,,,,
ZER2,U23153038,90009166,GUIDE GÖPFERT 228849,EA,,,,,,,,
ZER2,U23153038,90009167,GUIDE GÖPFERT 249372,EA,,,,,,,,
ZER2,U23153038,90009168,GUIDE GÖPFERT 249551,EA,,,,,,,,
ZER2,U23153038,90009169,GUIDE GÖPFERT 306633,EA,,,,,,,,
ZER2,U23153038,90009170,GUIDE GÖPFERT 134308,EA,,,,,,,,
ZER2,U23153038,90009171,GUIDE GÖPFERT 327309,EA,,,,,,,,
ZER2,U23153038,90009172,GUIDE GÖPFERT 327310,EA,,,,,,,,
ZER2,U23153038,90009173,GUIDE GÖPFERT 348928,EA,,,,,,,,
ZER2,U23153038,90009174,GUIDE GÖPFERT 316322,EA,,,,,,,,
ZER2,U23153038,90009175,GUIDE GÖPFERT 331156,EA,,,,,,,,
ZER2,U23153038,90009176,GUIDE GÖPFERT 110547,EA,,,,,,,,
ZER2,U23153038,90009177,GUIDE GÖPFERT 334119,EA,,,,,,,,
ZER2,U23153038,90009178,GUIDE GÖPFERT 111771,EA,,,,,,,,
ZER2,U23153038,90009179,GUIDE GÖPFERT 193109,EA,,,,,,,,
ZER2,U23153038,90009180,GUIDE GÖPFERT 111709,EA,,,,,,,,
ZER2,U23153038,90009181,GUIDE GÖPFERT 217990,EA,,,,,,,,
ZER2,U23153038,90009182,GUIDE GÖPFERT 125964,EA,,,,,,,,
ZER2,U23153038,90009183,GUIDE GÖPFERT 331926,EA,,,,,,,,
ZER2,U23153038,90009184,GUIDE GÖPFERT 304319,EA,,,,,,,,
ZER2,U23153038,90009185,GUIDE GÖPFERT 304338,EA,,,,,,,,
ZER2,U23153038,90009186,GUIDE GÖPFERT 304342,EA,,,,,,,,
ZER2,U31162801,90009187,HANDLE GÖPFERT 210584,EA,,,,,,,,
ZER2,U31162801,90009188,HANDLE GÖPFERT 302470,EA,,,,,,,,
ZER2,U31162801,90009189,HANDLE GÖPFERT 356817,EA,,,,,,,,
ZER2,U31162801,90009190,HANDLE GÖPFERT 170238,EA,,,,,,,,
ZER2,U31162801,90009191,HANDLE GÖPFERT 170239,EA,,,,,,,,
ZER2,U31162801,90009192,HANDLE GÖPFERT 181484,EA,,,,,,,,
ZER2,U31162801,90009193,HANDLE GÖPFERT 181485,EA,,,,,,,,
ZER2,U31162801,90009194,HANDLE GÖPFERT 182986,EA,,,,,,,,
ZER2,U31162801,90009195,HANDLE GÖPFERT 213937,EA,,,,,,,,
ZER2,U40101828,90009196,HEATER ASSEMBLY GÖPFERT 239753,EA,,,,,,,,
ZER2,U31161529,90009197,JACK SCREW GÖPFERT 333167,EA,,,,,,,,
ZER2,U24101602,90009198,HOIST CHAIN GÖPFERT 181446,EA,,,,,,,,
ZER2,U31171519,90009199,HOUSING BEARING GÖPFERT 304421,EA,,,,,,,,
ZER2,U31171519,90009200,HOUSING BEARING GÖPFERT 182673,EA,,,,,,,,
ZER2,U31171519,90009201,HOUSING BEARING GÖPFERT 353957,EA,,,,,,,,
ZER2,U31171519,90009202,HOUSING BEARING GÖPFERT 223848,EA,,,,,,,,
ZER2,U31171519,90009203,HOUSING BEARING GÖPFERT 300968,EA,,,,,,,,
ZER2,U31171519,90009204,HOUSING BEARING GÖPFERT 352457,EA,,,,,,,,
ZER2,U31171519,90009205,HOUSING BEARING GÖPFERT 306634,EA,,,,,,,,
ZER2,U31171519,90009206,HOUSING BEARING GÖPFERT 10959600,EA,,,,,,,,
ZER2,U23153133,90009207,HUB GÖPFERT 159020,EA,,,,,,,,
ZER2,U23153133,90009208,HUB GÖPFERT 150254,EA,,,,,,,,
ZER2,U23153133,90009209,HUB GÖPFERT 158225,EA,,,,,,,,
ZER2,U40142300,90009210,JOINT GÖPFERT 248368,EA,,,,,,,,
ZER2,U39121409,90009211,CONNECTOR GÖPFERT 137089 CLEVIS,EA,,,,,,,,
ZER2,U39121409,90009212,CONNECTOR GÖPFERT 182635 CLEVIS,EA,,,,,,,,
ZER2,U39121409,90009213,CONNECTOR GÖPFERT 302069 CLEVIS,EA,,,,,,,,
ZER2,U39121409,90009214,CONNECTOR GÖPFERT 175593 CLEVIS,EA,,,,,,,,
ZER2,U39121409,90009215,CONNECTOR GÖPFERT 304395 CLEVIS,EA,,,,,,,,
ZER2,U39121409,90009216,CONNECTOR GÖPFERT 361448 CLEVIS,EA,,,,,,,,
ZER2,U31163207,90009217,KEY GÖPFERT 204010,EA,,,,,,,,
ZER2,U31163207,90009218,KEY GÖPFERT 205767,EA,,,,,,,,
ZER2,U31163207,90009219,KEY GÖPFERT 200819,EA,,,,,,,,
ZER2,U31163207,90009220,KEY GÖPFERT 202416,EA,,,,,,,,
ZER2,U31163207,90009221,KEY GÖPFERT 202890,EA,,,,,,,,
ZER2,U31163207,90009222,KEY GÖPFERT 152132,EA,,,,,,,,
ZER2,U31163207,90009223,KEY GÖPFERT 202411,EA,,,,,,,,
ZER2,U31163207,90009224,KEY GÖPFERT 229247,EA,,,,,,,,
ZER2,U31163207,90009225,KEY GÖPFERT 200823,EA,,,,,,,,
ZER2,U31163207,90009226,KEY GÖPFERT 203061,EA,,,,,,,,
ZER2,U31163207,90009227,KEY GÖPFERT 205225,EA,,,,,,,,
ZER2,U31163207,90009228,KEY GÖPFERT 205784,EA,,,,,,,,
ZER2,U31163207,90009229,KEY GÖPFERT 207868,EA,,,,,,,,
ZER2,U31163207,90009230,KEY GÖPFERT 319660,EA,,,,,,,,
ZER2,U31163207,90009231,KEY GÖPFERT 200820,EA,,,,,,,,
ZER2,U31163207,90009232,KEY GÖPFERT 200821,EA,,,,,,,,
ZER2,U31163207,90009233,KEY GÖPFERT 200822,EA,,,,,,,,
ZER2,U31163207,90009234,KEY GÖPFERT 202412,EA,,,,,,,,
ZER2,U31163207,90009235,KEY GÖPFERT 202438,EA,,,,,,,,
ZER2,U31163207,90009236,KEY GÖPFERT 202775,EA,,,,,,,,
ZER2,U31163207,90009237,KEY GÖPFERT 202781,EA,,,,,,,,
ZER2,U31163207,90009238,KEY GÖPFERT 203370,EA,,,,,,,,
ZER2,U31163207,90009239,KEY GÖPFERT 205196,EA,,,,,,,,
ZER2,U31163207,90009240,KEY GÖPFERT 205248,EA,,,,,,,,
ZER2,U31163207,90009241,KEY GÖPFERT 206350,EA,,,,,,,,
ZER2,U31163207,90009242,KEY GÖPFERT 206453,EA,,,,,,,,
ZER2,U31163207,90009243,KEY GÖPFERT 207378,EA,,,,,,,,
ZER2,U31163207,90009244,KEY GÖPFERT 213415,EA,,,,,,,,
ZER2,U31163207,90009245,KEY GÖPFERT 215636,EA,,,,,,,,
ZER2,U31163207,90009246,KEY GÖPFERT 229249,EA,,,,,,,,
ZER2,U31163207,90009247,KEY GÖPFERT 249397,EA,,,,,,,,
ZER2,U31163207,90009248,KEY GÖPFERT 249554,EA,,,,,,,,
ZER2,U31163207,90009249,KEY GÖPFERT 304337,EA,,,,,,,,
ZER2,U31162313,90009250,SUPPORT GÖPFERT 350898,EA,,,,,,,,
ZER2,U31162313,90009251,HOLDER GÖPFERT 106649,EA,,,,,,,,
ZER2,U31162313,90009252,HOLDER GÖPFERT 318721,EA,,,,,,,,
ZER2,U40142300,90009253,JOINT GÖPFERT 349042,EA,,,,,,,,
ZER2,U31162313,90009254,SQUARE GÖPFERT 10386620,EA,,,,,,,,
ZER2,U40141731,90009255,NOZZLE GÖPFERT 169399,EA,,,,,,,,
ZER2,U40141731,90009256,NOZZLE GÖPFERT 320441,EA,,,,,,,,
ZER2,U40141731,90009257,NOZZLE GÖPFERT 138059,EA,,,,,,,,
ZER2,U31181506,90009258,O-RING GÖPFERT 205947,EA,,,,,,,,
ZER2,U31181506,90009259,O-RING GÖPFERT 204089,EA,,,,,,,,
ZER2,U23153039,90009260,PLATE GÖPFERT 158223,EA,,,,,,,,
ZER2,U23153039,90009261,PLATE GÖPFERT 181394,EA,,,,,,,,
ZER2,U23153039,90009262,PLATE GÖPFERT 310594,EA,,,,,,,,
ZER2,U23153039,90009263,PLATE GÖPFERT 304917,EA,,,,,,,,
ZER2,U23153039,90009264,PLATE GÖPFERT 322182,EA,,,,,,,,
ZER2,U23153039,90009265,PLATE GÖPFERT 349024,EA,,,,,,,,
ZER2,U23153039,90009266,PLATE GÖPFERT 349025,EA,,,,,,,,
ZER2,U23153039,90009267,PLATE GÖPFERT 191334,EA,,,,,,,,
ZER2,U23153039,90009268,PLATE GÖPFERT 353678,EA,,,,,,,,
ZER2,U23153039,90009269,PLATE GÖPFERT 353679,EA,,,,,,,,
ZER2,U23153039,90009270,PLATE GÖPFERT 355641,EA,,,,,,,,
ZER2,U23153039,90009271,PLATE GÖPFERT 304543,EA,,,,,,,,
ZER2,U23153039,90009272,PLATE GÖPFERT 182642,EA,,,,,,,,
ZER2,U23153039,90009273,PLATE GÖPFERT 131046,EA,,,,,,,,
ZER2,U23153039,90009274,PLATE GÖPFERT 10915500,EA,,,,,,,,
ZER2,U23153039,90009275,PLATE GÖPFERT 330928,EA,,,,,,,,
ZER2,U23153039,90009276,PLATE GÖPFERT 180138,EA,,,,,,,,
ZER2,U23153039,90009277,PLATE GÖPFERT 180139,EA,,,,,,,,
ZER2,U23153039,90009278,PLATE GÖPFERT 334117,EA,,,,,,,,
ZER2,U23153039,90009279,PLATE GÖPFERT 334120,EA,,,,,,,,
ZER2,U23153039,90009280,PLATE GÖPFERT 195075,EA,,,,,,,,
ZER2,U23153039,90009281,PLATE GÖPFERT 330929,EA,,,,,,,,
ZER2,U23153039,90009282,PLATE GÖPFERT 193287,EA,,,,,,,,
ZER2,U23153039,90009283,PLATE GÖPFERT 197064,EA,,,,,,,,
ZER2,U23153039,90009284,PLATE GÖPFERT 198822,EA,,,,,,,,
ZER2,U23153039,90009285,PLATE GÖPFERT 314423,EA,,,,,,,,
