MATERIAL_NUMBER,MATL GROUP,MATERIAL_SHORT_DESCRIPTION,DUPLICATE_REFERENCE,MANUFACTURER/VENDOR,VENDOR1.x,VENDOR2.x,PART_NUMBER,BRAND,MANUFACTURER/ VENDOR,FinalVendorName,VENDOR,VENDOR1.y,VENDOR2.y,VENDOR PART #,STATUS,Z011.VENDOR,Z011.NAME,Z011.dist
90007352,U31163200,PIN MOSCA 0401-0810-35,NA,MOSCA,MOSCA,NA,0401-0810-35,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007353,U31163200,PIN MOSCA NT 962,NA,MOSCA,MOSCA,NA,NT 962,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007354,U31163200,PIN MOSCA NT 1114,NA,MOSCA,MOSCA,NA,NT 1114,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007355,U31163200,PIN MOSCA NT 202,NA,MOSCA,MOSCA,NA,NT 202,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007356,U31163200,PIN MOSCA NT 805,NA,MOSCA,MOSCA,NA,NT 805,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007357,U31163200,PIN MOSCA NT 548,NA,MOSCA,MOSCA,NA,NT 548,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007358,U31163200,PIN MOSCA NT 649,NA,MOSCA,MOSCA,NA,NT 649,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007359,U31163200,PIN MOSCA NT 973,NA,MOSCA,MOSCA,NA,NT 973,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007360,U39121510,CONTROLLER MOSCA ME 5264,NA,MOSCA,MOSCA,NA,ME 5264,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007361,U31163009,COUPLING RIGID MOSCA 1022-770140-11,NA,MOSCA,MOSCA,NA,1022-770140-11,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007362,U24141603,CUSHION MOSCA 1601-030200-12,NA,MOSCA,MOSCA,NA,1601-030200-12,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007363,U27131701,CYLINDER PNEUMATIC MOSCA NP 597,NA,MOSCA,MOSCA,NA,NP 597,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007364,U27131701,CYLINDER PNEUMATIC MOSCA 26-00368 25MM,NA,MOSCA,MOSCA,NA,26-00368,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007365,U27131701,CYLINDER PNEUMATIC MOSCA 17-00019,NA,MOSCA,MOSCA,NA,17-00019,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007366,U43211902,HMI - DISPLAY LCD MOSCA ME 8189,NA,MOSCA,MOSCA,NA,ME 8189,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007367,U39121301,ENCLOSURE MOSCA ME 2150,NA,MOSCA,MOSCA,NA,ME 2150,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007368,U39121527,ENCODER MOSCA 1023-0904 QUADRATURE INCR,NA,MOSCA,MOSCA,NA,1023-0904,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007369,U24101718,FASTENER MOSCA 06-01087,NA,MOSCA,MOSCA,NA,06-01087,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007370,U39121439,FUSE MOSCA ME 549,NA,MOSCA,MOSCA,NA,ME 549,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007371,U39121439,FUSE MOSCA ME 551,NA,MOSCA,MOSCA,NA,ME 551,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007372,U39121439,FUSE MOSCA ME 1693 8A M5X20 SLOW 250V,NA,MOSCA,MOSCA,NA,ME 1693,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007373,U39121439,FUSE MOSCA ME 58 4A M20X5 FAST ACTING,NA,MOSCA,MOSCA,NA,ME 58,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007374,U39121439,FUSE MOSCA ME 550 6.3A M20X5 SLOW 250V,NA,MOSCA,MOSCA,NA,ME 550,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007375,U39121439,FUSE MOSCA 9742-004 15A SLOW/TIMEDELAY,NA,MOSCA,MOSCA,NA,9742-004,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007376,U39121439,FUSE MOSCA 9742-050 2A SLOW/TIMEDELAY,NA,MOSCA,MOSCA,NA,9742-050,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007377,U39121439,FUSE MOSCA 9742-027 3A SLOW/TIMEDELAY,NA,MOSCA,MOSCA,NA,9742-027,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007378,U39121439,FUSE MOSCA 9742-001 10A SLOW/TIMEDELAY,NA,MOSCA,MOSCA,NA,9742-001,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007379,U39121439,FUSE MOSCA 9742-016 40A SLOW/TIMEDELAY,NA,MOSCA,MOSCA,NA,9742-016,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007380,U39121439,FUSE MOSCA 9742-002 55A SLOW/TIMEDELAY,NA,MOSCA,MOSCA,NA,9742-002,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007381,U31171704,GEAR MOSCA 6363-201,NA,MOSCA,MOSCA,NA,6363-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007382,U31171704,GEAR MOSCA 2401-070000-13,NA,MOSCA,MOSCA,NA,2401-070000-13,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007383,U31171704,GEAR MOSCA 9341-009,NA,MOSCA,MOSCA,NA,9341-009,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007384,U31171704,GEAR MOSCA 5137-301,NA,MOSCA,MOSCA,NA,5137-301,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007385,U31171704,GEAR MOSCA 6332-201,NA,MOSCA,MOSCA,NA,6332-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007386,U31171704,GEAR MOSCA 4201-311016-20,NA,MOSCA,MOSCA,NA,4201-311016-20,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007387,U31171704,GEAR MOSCA 36-02834 72 THEET,NA,MOSCA,MOSCA,NA,36-02834,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007388,U31171704,GEAR MOSCA 36-02833 90 THEET,NA,MOSCA,MOSCA,NA,36-02833,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007389,U31171704,GEAR MOSCA 6352-201,NA,MOSCA,MOSCA,NA,6352-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007390,U31171704,GEAR MOSCA 6282-201 28 THEET,NA,MOSCA,MOSCA,NA,6282-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007391,U31171704,GEAR MOSCA 6266-201 60 THEET,NA,MOSCA,MOSCA,NA,6266-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007392,U31171704,GEAR MOSCA 36-05203,NA,MOSCA,MOSCA,NA,36-05203,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007393,U31171704,GEAR MOSCA 6268-301,NA,MOSCA,MOSCA,NA,6268-301,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007394,U31171709,GEAR RACK MOSCA 36-05213,NA,MOSCA,MOSCA,NA,36-05213,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007395,U31171709,GEAR RACK MOSCA 6312-2XX,NA,MOSCA,MOSCA,NA,6312-2XX,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007396,U31171709,GEAR RACK MOSCA 6265-201 24IN,NA,MOSCA,MOSCA,NA,6265-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007397,U31171709,GEAR RACK MOSCA 6350-201 36IN,NA,MOSCA,MOSCA,NA,6350-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007398,U31171709,GEAR RACK MOSCA 6350-202 36IN,NA,MOSCA,MOSCA,NA,6350-202,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007399,U31171709,GEAR RACK MOSCA 6351-201 72IN,NA,MOSCA,MOSCA,NA,6351-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007400,U31171709,GEAR RACK MOSCA 6351-202 72IN,NA,MOSCA,MOSCA,NA,6351-202,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007401,U26111526,GEARMOTOR AC MOSCA 9612-025,NA,MOSCA,MOSCA,NA,9612-025,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007402,U26111526,GEARMOTOR AC MOSCA 9612-044 39.3:1 10HP,NA,MOSCA,MOSCA,NA,9612-044,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007403,U26111535,GEARMOTOR DC MOSCA 22-00089-PRG01 7.1A,NA,MOSCA,MOSCA,NA,22-00089-PRG01,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007404,U26111535,GEARMOTOR DC MOSCA 22-00089-PRG02 7.1A,NA,MOSCA,MOSCA,NA,22-00089-PRG02,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007405,U26111535,GEARMOTOR DC MOSCA ME 5530 24V,NA,MOSCA,MOSCA,NA,ME 5530,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007406,U26111535,GEARMOTOR DC MOSCA ME 7828 24V,NA,MOSCA,MOSCA,NA,ME 7828,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007407,U26111535,GEARMOTOR DC MOSCA ME 7551 24V 20:1,NA,MOSCA,MOSCA,NA,ME 7551,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007408,U26111535,GEARMOTOR DC MOSCA ME 7553 24V 35:1,NA,MOSCA,MOSCA,NA,ME 7553,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007409,U23153038,GUIDE MOSCA 4201-310200-14,NA,MOSCA,MOSCA,NA,4201-310200-14,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007410,U23153038,GUIDE MOSCA 4262-201,NA,MOSCA,MOSCA,NA,4262-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007411,U23153038,GUIDE MOSCA 6294-201,NA,MOSCA,MOSCA,NA,6294-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007412,U23153038,GUIDE MOSCA 4071-201 105IN,NA,MOSCA,MOSCA,NA,4071-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007413,U23153038,GUIDE MOSCA 4001-300300-14,NA,MOSCA,MOSCA,NA,4001-300300-14,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007414,U23153038,GUIDE MOSCA 4201-311018-11,NA,MOSCA,MOSCA,NA,4201-311018-11,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007415,U23153038,GUIDE MOSCA 6295-201,NA,MOSCA,MOSCA,NA,6295-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007416,U23153038,GUIDE MOSCA 4130-010200-01,NA,MOSCA,MOSCA,NA,4130-010200-01,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007417,U23153038,GUIDE MOSCA 4130-050700-01,NA,MOSCA,MOSCA,NA,4130-050700-01,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007418,U23153038,GUIDE MOSCA 4130-060900-01,NA,MOSCA,MOSCA,NA,4130-060900-01,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007419,U23153038,GUIDE MOSCA 4130-300100-02,NA,MOSCA,MOSCA,NA,4130-300100-02,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007420,U23153038,GUIDE MOSCA 4130-350000-01,NA,MOSCA,MOSCA,NA,4130-350000-01,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007421,U23153038,GUIDE MOSCA 4130-350100-01,NA,MOSCA,MOSCA,NA,4130-350100-01,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007422,U23153038,GUIDE MOSCA 4130-800200-02,NA,MOSCA,MOSCA,NA,4130-800200-02,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007423,U23153038,GUIDE MOSCA 4403-090411-01,NA,MOSCA,MOSCA,NA,4403-090411-01,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007424,U23153038,GUIDE MOSCA 1022-100100-06,NA,MOSCA,MOSCA,NA,1022-100100-06,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007425,U23153038,GUIDE MOSCA 1022-100100-10,NA,MOSCA,MOSCA,NA,1022-100100-10,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007426,U23153038,GUIDE MOSCA 1022-100200-02,NA,MOSCA,MOSCA,NA,1022-100200-02,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007427,U23153038,GUIDE MOSCA 1022-100200-04,NA,MOSCA,MOSCA,NA,1022-100200-04,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007428,U23153038,GUIDE MOSCA 4130-800200-03,NA,MOSCA,MOSCA,NA,4130-800200-03,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007429,U23153038,GUIDE MOSCA 4130-800200-11,NA,MOSCA,MOSCA,NA,4130-800200-11,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007430,U23153038,GUIDE MOSCA 1022-100100-07,NA,MOSCA,MOSCA,NA,1022-100100-07,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007431,U23153038,GUIDE MOSCA 1022-100100-08,NA,MOSCA,MOSCA,NA,1022-100100-08,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007432,U23153038,GUIDE MOSCA 1022-100200-01,NA,MOSCA,MOSCA,NA,1022-100200-01,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007433,U23153038,GUIDE MOSCA 1022-100200-03,NA,MOSCA,MOSCA,NA,1022-100200-03,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007434,U23153038,GUIDE MOSCA 4130-800200-12,NA,MOSCA,MOSCA,NA,4130-800200-12,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007435,U23153038,GUIDE MOSCA 4751-202 109IN,NA,MOSCA,MOSCA,NA,4751-202,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007436,U31162801,HANDLE MOSCA NT 3045,NA,MOSCA,MOSCA,NA,NT 3045,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007437,U31162801,HANDLE MOSCA NT 402,NA,MOSCA,MOSCA,NA,NT 402,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007438,U31162801,HANDLE MOSCA 4201-300400-17,NA,MOSCA,MOSCA,NA,4201-300400-17,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007439,U31162801,HANDLE MOSCA 1022-770211-00,NA,MOSCA,MOSCA,NA,1022-770211-00,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007440,U31162801,HANDLE MOSCA 4201-300100-35,NA,MOSCA,MOSCA,NA,4201-300100-35,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007441,U23153133,HUB MOSCA 36-04886,NA,MOSCA,MOSCA,NA,36-04886,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007442,U26142404,INTERLOCK MOSCA ME 8421,NA,MOSCA,MOSCA,NA,ME 8421,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007443,U26142404,INTERLOCK MOSCA ME 8422,NA,MOSCA,MOSCA,NA,ME 8422,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007444,U26142404,INTERLOCK MOSCA ME 8423_013002,NA,MOSCA,MOSCA,NA,ME 8423-013002,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007445,U25173810,JOINT UNIVERSAL MOSCA 9252-007,NA,MOSCA,MOSCA,NA,9252-007,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007446,U31163207,KEY MOSCA 3622-010910-07,NA,MOSCA,MOSCA,NA,3622-010910-07,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007447,U31163207,KEY MOSCA 3622-010910-08,NA,MOSCA,MOSCA,NA,3622-010910-08,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007448,U31163207,KEY MOSCA NT 545,NA,MOSCA,MOSCA,NA,NT 545,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007449,U31163207,KEY MOSCA NT 841,NA,MOSCA,MOSCA,NA,NT 841,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007450,U31163200,PIN MOSCA 2023-201,NA,MOSCA,MOSCA,NA,2023-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007451,U23153039,PLATE MOSCA 4201-310200-20,NA,MOSCA,MOSCA,NA,4201-310200-20,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007452,U23153039,PLATE MOSCA 6318-202,NA,MOSCA,MOSCA,NA,6318-202,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007453,U23153039,PLATE MOSCA 5169-201,NA,MOSCA,MOSCA,NA,5169-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007454,U23153039,PLATE MOSCA 2268-201,NA,MOSCA,MOSCA,NA,2268-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007455,U23153039,PLATE MOSCA 6091-304,NA,MOSCA,MOSCA,NA,6091-304,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007456,U23153039,PLATE MOSCA 2533-201,NA,MOSCA,MOSCA,NA,2533-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007457,U23153039,PLATE MOSCA 4130-800110-00,NA,MOSCA,MOSCA,NA,4130-800110-00,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007458,U23153039,PLATE MOSCA 2201-010000-02,NA,MOSCA,MOSCA,NA,2201-010000-02,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007459,U23153039,PLATE MOSCA 3309-061800-13,NA,MOSCA,MOSCA,NA,3309-061800-13,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007460,U31282226,ROLL GUIDE MOSCA 2164-201,NA,MOSCA,MOSCA,NA,2164-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007461,U31282226,ROLL GUIDE MOSCA 2360-201,NA,MOSCA,MOSCA,NA,2360-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007462,U31282237,ROLL IDLER MOSCA 1652-650111-00,NA,MOSCA,MOSCA,NA,1652-650111-00,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007463,U31282237,ROLL IDLER MOSCA 2902-280210-00,NA,MOSCA,MOSCA,NA,2902-280210-00,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007464,U31282237,ROLL IDLER MOSCA 4130-300140-00,NA,MOSCA,MOSCA,NA,4130-300140-00,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007465,U31282237,ROLL IDLER MOSCA 1052-430113-11,NA,MOSCA,MOSCA,NA,1052-430113-11,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007466,U24101723,ROLL MOTORIZED MOSCA 6324-302,NA,MOSCA,MOSCA,NA,6324-302,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007467,U24101723,ROLL MOTORIZED MOSCA 6134-301,NA,MOSCA,MOSCA,NA,6134-301,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007468,U24101723,ROLL MOTORIZED MOSCA 6324-301,NA,MOSCA,MOSCA,NA,6324-301,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007469,U24101723,ROLL MOTORIZED MOSCA 6325-302,NA,MOSCA,MOSCA,NA,6325-302,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007470,U24101723,ROLL MOTORIZED MOSCA 6135-301,NA,MOSCA,MOSCA,NA,6135-301,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007471,U24101723,ROLL MOTORIZED MOSCA 6325-301,NA,MOSCA,MOSCA,NA,6325-301,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007472,U13100000,RUBBER MOSCA 0660-100105-02,NA,MOSCA,MOSCA,NA,0660-100105-02,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007473,U13100000,RUBBER MOSCA 2601-070000-26,NA,MOSCA,MOSCA,NA,2601-070000-26,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007474,U13100000,RUBBER MOSCA 4130-010400-05,NA,MOSCA,MOSCA,NA,4130-010400-05,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007475,U13100000,RUBBER MOSCA NT 4182,NA,MOSCA,MOSCA,NA,NT 4182,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007476,U13100000,RUBBER MOSCA NT 576,NA,MOSCA,MOSCA,NA,NT 576,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007477,U13100000,RUBBER MOSCA 06-01089,NA,MOSCA,MOSCA,NA,06-01089,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007478,U13100000,RUBBER MOSCA 36-03463,NA,MOSCA,MOSCA,NA,36-03463,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007479,U13100000,RUBBER MOSCA 1006-0819,NA,MOSCA,MOSCA,NA,1006-0819,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007480,U13100000,RUBBER MOSCA 0101-010000-17,NA,MOSCA,MOSCA,NA,0101-010000-17,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007481,U31181600,SEAL MOSCA NP 18,NA,MOSCA,MOSCA,NA,NP 18,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007482,U31181600,SEAL MOSCA NP 30,NA,MOSCA,MOSCA,NA,NP 30,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007483,U31181600,SEAL OIL MOSCA 1027-0032,NA,MOSCA,MOSCA,NA,1027-0032,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007484,U41111900,SENSOR MOSCA ME 7650_02000 (B11),GRP-PD-89,MOSCA,MOSCA,NA,ME 7650-02000,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007485,U41111900,SENSOR MOSCA ME 7779_02200,NA,MOSCA,MOSCA,NA,ME 7779-02200,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007486,U41111900,SENSOR MOSCA 4130-300100-05,NA,MOSCA,MOSCA,NA,4130-300100-05,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
