Material,Description,Configurable,Manufacturer,Mfr Part Number,Material Type,Material Group,MATL GROUP,MATERIAL_SHORT_DESCRIPTION,DUPLICATE_REFERENCE,MANUFACTURER/VENDOR,VENDOR1.x,VENDOR2.x,PART_NUMBER,BRAND,MANUFACTURER/ VENDOR,FinalVendorName,VENDOR,VENDOR1.y,VENDOR2.y,VENDOR PART #,STATUS,Z011.VENDOR,Z011.NAME,Z011.dist
90013131,RELAY SAFETY 24VDC 2NO SCREW DIN RT9,NA,50285,2TLA010029R0000,ZER2,U31162313,U31162313,RELAY SAFETY 24VDC 2NO SCREW DIN RT9,NA,NA,NA,NA,NA,NA,Manufacturer,ABB,ABB,ABB,NA,2TLA010029R0000,PROD,50285,ABB,0
90013132,CONDUIT BODY 90D 0.5IN FM7,NA,50294,LB17,ZER2,U31162313,U31162313,CONDUIT BODY 90D 0.5IN FM7,NA,NA,NA,NA,NA,NA,NA,APPLETON,APPLETON,APPLETON,NA,LB17,PROD,50294,APPLETON,0
90013133,CONDUIT BODY COVER FM7 0.5IN,NA,50294,170,ZER2,U31162313,U31162313,CONDUIT BODY COVER FM7 0.5IN,NA,NA,NA,NA,NA,NA,NA,APPLETON,APPLETON,APPLETON,NA,170,PROD,50294,APPLETON,0
90013134,LASER 0.9mW DOT 240VAC,NA,50312,CL-800,ZER2,U31162313,U31162313,LASER 0.9mW DOT 240VAC,NA,NA,NA,NA,NA,NA,NA,CEMARLINE,CEMARLINE,CEMARLINE,NA,CL-800,PROD,50312,CEMARLINE,0
90013135,DRIVE DC 115VAC 7.5A 1HP,NA,50379,MM23002D-0163,ZER2,U31162313,U31162313,DRIVE DC 115VAC 7.5A 1HP,NA,NA,NA,NA,NA,NA,NA,LEESON,LEESON,LEESON,NA,MM23002D-0163,PROD,50379,LEESON,0
90013136,FAN 80X80X38MM 115VAC 21CFM,NA,50336,8830VW,ZER2,U31162313,U31162313,FAN 80X80X38MM 115VAC 21CFM,NA,NA,NA,NA,NA,NA,NA,EBMPAPST,EBMPAPST,EBMPAPST,NA,8830VW,PROD,50336,EBMPAPST,0
90013137,FAN 120X120X32MM 115VAC 120CFM,NA,50336,AC4300H,ZER2,U31162313,U31162313,FAN 120X120X32MM 115VAC 120CFM,NA,NA,NA,NA,NA,NA,NA,EBMPAPST,EBMPAPST,EBMPAPST,NA,AC4300H,PROD,50336,EBMPAPST,0
90013138,FAN 105X105X38MM 115VAC 100CFM,NA,50104,A4AXFN,ZER2,U31162313,U31162313,FAN 105X105X38MM 115VAC 100CFM,NA,NA,NA,NA,NA,NA,NA,HOFFMAN,HOFFMAN,HOFFMAN,NA,A4AXFN,PROD,50104,HOFFMANN,1
90013139,FAN 120X120X120X25MM 220/240VAC 80CFM,NA,50317,FP-108X,ZER2,U31162313,U31162313,FAN 120X120X120X25MM 220/240VAC 80CFM,NA,NA,NA,NA,NA,NA,NA,COMMONWEALTH,COMMONWEALTH,COMMONWEALTH,NA,FP-108X,PROD,50317,COMMONWEALTH,0
90013140,DRIVE DC 120VAC 16A 0.75-1.5HP,NA,50372,KBMM-125,ZER2,U31162313,U31162313,DRIVE DC 120VAC 16A 0.75-1.5HP,NA,NA,NA,NA,NA,NA,NA,KB LECTRONIQUE,KB LECTRONIQUE,KB,LECTRONIQUE,KBMM-125,PROD,50372,KB ELECTRONIQUE,1
90013141,PLC D4-16TA DISCRETE OUTPUT MODULE,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013142,HARD DISK DRIVE 2.5IN 40GO SCSI,NA,50004,6189V-25HDD,ZER2,U31162313,U31162313,HARD DISK DRIVE 2.5IN 40GO SCSI,NA,NA,NA,NA,NA,NA,NA,ALLEN BRADLEY,ALLEN BRADLEY,ALLEN,BRADLEY,6189V-25HDD,PROD,50004,ALLENBRADLEY,1
90013143,ENCLOSURE PUSHBUTTON E22 2HOLES 22MM,NA,50325,E22CSP2,ZER2,U31162313,U31162313,ENCLOSURE PUSHBUTTON E22 2HOLES 22MM,NA,NA,NA,NA,NA,NA,NA,CUTLERHAMMER,CUTLERHAMMER,CUTLERHAMMER,NA,E22CSP2,PROD,50325,CUTLERHAMMER,0
90013144,CONFIGURATOR SENSOR ULTRASOUND AC441A,NA,50216,AC441A,ZER2,U31162313,U31162313,CONFIGURATOR SENSOR ULTRASOUND AC441A,NA,NA,NA,NA,NA,NA,NA,SCHNEIDER ELECTRIC,SCHNEIDER ELECTRIC,SCHNEIDER,ELECTRIC,AC441A,PROD,50216,SCHNEIDER ELECTRIC,0
90013145,CABLE SENSOR 1C M12 5PIN 10M,NA,50036,CONM15NF-S10,ZER2,U31162313,U31162313,CABLE SENSOR 1C M12 5PIN 10M,NA,NA,NA,NA,NA,NA,NA,CARLO GAVAZZI,CARLO GAVAZZI,CARLO,GAVAZZI,CONM15NF-S10,PROD,50036,CARLO GAVAZZI,0
90013146,SUPPORT ELECTRODES CM-KH-3 COMPACT,NA,50285,1SVR450056R6000,ZER2,U31162313,U31162313,SUPPORT ELECTRODES CM-KH-3 COMPACT,NA,NA,NA,NA,NA,NA,Manufacturer,ABB,ABB,ABB,NA,1SVR450056R6000,PROD,50285,ABB,0
90013147,CONTROLLER RELAY 26I/O SMART 24VDC,NA,50216,SR3 B261BD,ZER2,U31162313,U31162313,CONTROLLER RELAY 26I/O SMART 24VDC,NA,NA,NA,NA,NA,NA,NA,SCHNEIDER ELECTRIC,SCHNEIDER ELECTRIC,SCHNEIDER,ELECTRIC,SR3 B261BD,PROD,50216,SCHNEIDER ELECTRIC,0
90013148,ROTATING LIGHT SURF/PIPE AMBRE 120VAC,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013149,ALARM SOUND SURFACE 5X5IN 113DB,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013150,ROTATING LIGHT SURF/PIPE AMBER 24VDC,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013151,ROTATING LIGHT SURF/PIPE RED 24VDC,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013152,KIT REPAIR 5 X 3 X 0.5IN RCA 20 DIAPH V,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013153,KIT REP CLUTCH B-S FMCBE 38X38MM 914KWHR,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013154,KIT FACING FMCBE 625 SPLIT 203 HP/HR,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013155,REDUCER STYLE A 10:1 RATIO,NA,50106,0220-62064,ZER2,U31162313,U31162313,REDUCER STYLE A 10:1 RATIO,NA,NA,NA,NA,NA,NA,NA,HUB CITY,HUB CITY,HUB,CITY,0220-62064,PROD,50106,HUB CITY,0
90013156,REDUCER SINGLE WORM DV 20:1 2.63IN CD,NA,50106,0220-77667,ZER2,U31162313,U31162313,REDUCER SINGLE WORM DV 20:1 2.63IN CD,NA,NA,NA,NA,NA,NA,NA,HUB CITY,HUB CITY,HUB,CITY,0220-77667,PROD,50106,HUB CITY,0
90013157,BUSHING QCK DISC SD BR 1-1/2IN CAST IRON,NA,50141,SD11/2,ZER2,U31162313,U31162313,BUSHING QCK DISC SD BR 1-1/2IN CAST IRON,GRP-PD-91,MARTIN SPROCKET & GEAR,MARTIN,SPROCKET,SD 1-1/2,NA,Manufacturer,MARTIN SPROCKET & GEAR,MARTIN SPROCKET & GEAR,MARTIN,SPROCKET,SD11/2,PROD,50141,MARTIN SPROCKET & GEAR,0
90013158,SPRING COMP ASSOC SPRING C09750851500M ,NA,NA,NA,ZER2,U31161904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013159,CONTACTOR CURTIS ALBRIGHT 1021015,NA,50049,1021015,ZER2,U39121529,U39121529,CONTACTOR CURTIS ALBRIGHT 1021015,NA,CURTIS ALBRIGHT,CURTIS,ALBRIGHT,1021015,NA,Manufacturer,CURTIS ALBRIGHT,CURTIS ALBRIGHT,CURTIS,ALBRIGHT,1021015,PROD,50049,CURTIS ALBRIGHT,0
90013160,SENSOR SICK MPS-160TSTP0 1050685,NA,50225,MPS-160TSTP0 1050685,ZER2,U41111900,U41111900,SENSOR SICK MPS-160TSTP0 1050685,NA,SICK,SICK,NA,MPS-160TSTP0,NA,Manufacturer,SICK,SICK,SICK,NA,MPS-160TSTP0 1050685,PROD,50225,SICK,0
90013161,STRIP WEAR BALEMASTER 241A0111-00,NA,50017,241A0111-00,ZER2,U23153131,U23153131,STRIP WEAR BALEMASTER 241A0111-00,NA,BALEMASTER,BALEMASTER,NA,241A0111-00,NA,Manufacturer,BALEMASTER,BALEMASTER,BALEMASTER,NA,241A0111-00,PROD,50017,BALEMASTER,0
90013162,COLLAR BALEMASTER DEA00003,NA,50017,DEA00003,ZER2,U31163210,U31163210,COLLAR BALEMASTER DEA00003,NA,BALEMASTER,BALEMASTER,NA,DEA00003,NA,Manufacturer,BALEMASTER,BALEMASTER,BALEMASTER,NA,DEA00003,PROD,50017,BALEMASTER,0
90013163,WASHER FLAT PCMC 30534547,NA,50184,30534547,ZER2,U31161807,U31161807,WASHER FLAT PCMC 30534547,NA,PCMC,PCMC,NA,30534547,NA,Manufacturer,PCMC,PCMC,PCMC,NA,30534547,PROD,50184,PCMC,0
90013164,HANDLE MCMASTER-CARR 8558K71,NA,50147,8558K71,ZER2,U31162801,U31162801,HANDLE MCMASTER-CARR 8558K71,NA,MCMASTERCARR,MCMASTERCARR,NA,8558K71,NA,Vendor,MCMASTERCARR,MCMASTER CARR,MCMASTER,CARR,8558K71,PROD,50147,MCMASTERCARR,0
90013165,KEY PCMC 72572,NA,50184,72572,ZER2,U31163207,U31163207,KEY PCMC 72572,NA,PCMC,PCMC,NA,72572,NA,Manufacturer,PCMC,PCMC,PCMC,NA,72572,PROD,50184,PCMC,0
90013166,BRACKET FESTO 558323,NA,50082,558323,ZER2,U31162500,U31162500,BRACKET FESTO 558323,NA,FESTO,FESTO,NA,558323,NA,Manufacturer,FESTO,FESTO,FESTO,NA,558323,PROD,50082,FESTO,0
90013167,GEARBOX EDSON E1017130,NA,50069,E1017130,ZER2,U26111524,U26111524,GEARBOX EDSON E1017130,GRP-ED-127,EDSON,EDSON,NA,E1017130,NA,Manufacturer,EDSON,EDSON,EDSON,NA,E1017130,PROD,50069,EDSON,0
90013168,COUPLING RIGID CLIMAX ISCC-075-075,NA,50040,ISCC-075-075,ZER2,U31163009,U31163009,COUPLING RIGID CLIMAX ISCC-075-075,NA,CLIMAX,CLIMAX,NA,ISCC-075-075,NA,Manufacturer,CLIMAX,CLIMAX,CLIMAX,NA,ISCC-075-075,PROD,50040,CLIMAX,0
90013169,PULLEY TIMING BRECOFLEX LS 70 AT10/32-2,NA,50028,LS 70 AT10/32-2,ZER2,U26111807,U26111807,PULLEY TIMING BRECOFLEX LS 70 AT10/32-2,GRP-PD-88,BRECOFLEX,BRECOFLEX,NA,LS70AT10/32-2,NA,Manufacturer,BRECOFLEX,BRECOFLEX,BRECOFLEX,NA,LS 70 AT10/32-2,PROD,50028,BRECOFLEX,0
90013170,KEY PCMC 923025.057.0,NA,50184,923025.057.0,ZER2,U31163207,U31163207,KEY PCMC 923025.057.0,NA,PCMC,PCMC,NA,923025.057.0,NA,Manufacturer,PCMC,PCMC,PCMC,NA,923025.057.0,PROD,50184,PCMC,0
90013171,KIT SOLV REBUILD SULLAIR 02250160-745,NA,50244,02250160-745,ZER2,U31162313,U31162313,KIT SOLV REBUILD SULLAIR 02250160-745,GRP-ED-98,SULLAIR,SULLAIR,NA,02250160-745,NA,Manufacturer,SULLAIR,SULLAIR,SULLAIR,NA,02250160-745,PROD,50244,SULLAIR,0
90013172,KIT SOLV REBUILD SULLAIR 02250160-749,NA,50244,02250160-749,ZER2,U31162313,U31162313,KIT SOLV REBUILD SULLAIR 02250160-749,NA,SULLAIR,SULLAIR,NA,02250160-749,NA,Manufacturer,SULLAIR,SULLAIR,SULLAIR,NA,02250160-749,PROD,50244,SULLAIR,0
90013173,KIT DRN SVC VALVE SULLAIR 02250171-245,NA,50244,02250171-245,ZER2,U31162313,U31162313,KIT DRN SVC VALVE SULLAIR 02250171-245,NA,SULLAIR,SULLAIR,NA,02250171-245,NA,Manufacturer,SULLAIR,SULLAIR,SULLAIR,NA,02250171-245,PROD,50244,SULLAIR,0
90013174,KIT THRMVLV O-RING SULLAIR 02250176-830,NA,50244,02250176-830,ZER2,U31162313,U31162313,KIT THRMVLV O-RING SULLAIR 02250176-830,GRP-PD-2,SULLAIR,SULLAIR,NA,02250176-830,NA,Manufacturer,SULLAIR,SULLAIR,SULLAIR,NA,02250176-830,PROD,50244,SULLAIR,0
90013175,KIT VALVE SERVICE SULLAIR 02250182-571,NA,50244,02250182-571,ZER2,U31162313,U31162313,KIT VALVE SERVICE SULLAIR 02250182-571,GRP-PD-3,SULLAIR,SULLAIR,NA,02250182-571,NA,Manufacturer,SULLAIR,SULLAIR,SULLAIR,NA,02250182-571,PROD,50244,SULLAIR,0
90013176,KIT PRESS REG VALVE SULLAIR 250019-453,NA,50244,250019-453,ZER2,U31162313,U31162313,KIT PRESS REG VALVE SULLAIR 250019-453,NA,SULLAIR,SULLAIR,NA,250019-453,NA,Manufacturer,SULLAIR,SULLAIR,SULLAIR,NA,250019-453,PROD,50244,SULLAIR,0
90013177,GUIDE BRETTING 4956-662,NA,50029,4956-662,ZER2,U23153038,U23153038,GUIDE BRETTING 4956-662,NA,BRETTING,BRETTING,NA,4956-662,NA,Manufacturer,BRETTING,BRETTING,BRETTING,NA,4956-662,PROD,50029,BRETTING,0
90013178,GUIDE BRETTING 4956-663,NA,50029,4956-663,ZER2,U23153038,U23153038,GUIDE BRETTING 4956-663,NA,BRETTING,BRETTING,NA,4956-663,NA,Manufacturer,BRETTING,BRETTING,BRETTING,NA,4956-663,PROD,50029,BRETTING,0
90013179,CROSSWALKS 84IN C&M CONVEYOR 0330-00037,NA,50032,0330-00037,ZER2,U31162313,U31162313,CROSSWALKS 84IN C&M CONVEYOR 0330-00037,NA,CM CONVEYOR,CM,CONVEYOR,0330-00037,NA,Manufacturer,CM CONVEYOR,CM CONVEYOR,CM,CONVEYOR,0330-00037,PROD,50032,CM CONVEYOR,0
90013180,CROSSWALKS 96IN C&M CONVEYOR 0330-00036,NA,50032,0330-00036,ZER2,U31162313,U31162313,CROSSWALKS 96IN C&M CONVEYOR 0330-00036,NA,CM CONVEYOR,CM,CONVEYOR,0330-00036,NA,Manufacturer,CM CONVEYOR,CM CONVEYOR,CM,CONVEYOR,0330-00036,PROD,50032,CM CONVEYOR,0
90013181,CROSSWALKS 24IN C&M CONVEYOR 0330-00035,NA,50032,0330-00035,ZER2,U31162313,U31162313,CROSSWALKS 24IN C&M CONVEYOR 0330-00035,NA,CM CONVEYOR,CM,CONVEYOR,0330-00035,NA,Manufacturer,CM CONVEYOR,CM CONVEYOR,CM,CONVEYOR,0330-00065,PROD,50032,CM CONVEYOR,0
90013182,COUPLING GOPFERT 335020,NA,50093,335020,ZER2,U31162313,U31162313,COUPLING GOPFERT 335020,NA,GOPFERT,GOPFERT,NA,335020,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,335020,PROD,50093,GOPFERT,0
90013183,LUBRICATOR GOPFERT 238596,NA,50093,238596,ZER2,U31162313,U31162313,LUBRICATOR GOPFERT 238596,NA,GOPFERT,GOPFERT,NA,238596,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,238596,PROD,50093,GOPFERT,0
90013184,LUBRICATOR SCREW GOPFERT 217402,NA,50093,217402,ZER2,U31162313,U31162313,LUBRICATOR SCREW GOPFERT 217402,NA,GOPFERT,GOPFERT,NA,217402,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,217402,PROD,50093,GOPFERT,0
90013185,MOTOR PNEUMATIC GOPFERT 306543,NA,50093,306543,ZER2,U31162313,U31162313,MOTOR PNEUMATIC GOPFERT 306543,NA,GOPFERT,GOPFERT,NA,306543,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,306543,PROD,50093,GOPFERT,0
90013186,FEED ROLL PU-SURFACE GOPFERT 321803,NA,50093,321803,ZER2,U31162313,U31162313,FEED ROLL PU-SURFACE GOPFERT 321803,NA,GOPFERT,GOPFERT,NA,321803,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,321803,PROD,50093,GOPFERT,0
90013187,BELT FLAT GOPFERT 363038,NA,50093,363038,ZER2,U31162313,U31162313,BELT FLAT GOPFERT 363038,NA,GOPFERT,GOPFERT,NA,363038,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,363038,PROD,50093,GOPFERT,0
90013188,CONNECTOR GOPFERT 238040,NA,50093,238040,ZER2,U31162313,U31162313,CONNECTOR GOPFERT 238040,NA,GOPFERT,GOPFERT,NA,238040,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,238040,PROD,50093,GOPFERT,0
90013189,BELT TIMING GOPFERT 235981,NA,50093,235981,ZER2,U31162313,U31162313,BELT TIMING GOPFERT 235981,NA,GOPFERT,GOPFERT,NA,235981,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,235981,PROD,50093,GOPFERT,0
90013190,THREADED INSERT GOPFERT 163945,NA,50093,163945,ZER2,U31162313,U31162313,THREADED INSERT GOPFERT 163945,NA,GOPFERT,GOPFERT,NA,163945,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,163945,PROD,50093,GOPFERT,0
90013191,BELT TIMING GOPFERT 235980,NA,50093,235980,ZER2,U31162313,U31162313,BELT TIMING GOPFERT 235980,NA,GOPFERT,GOPFERT,NA,235980,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,235980,PROD,50093,GOPFERT,0
90013192,SCRAPER BLADE STEEL GOPFERT 216011,NA,50093,216011,ZER2,U31162313,U31162313,SCRAPER BLADE STEEL GOPFERT 216011,NA,GOPFERT,GOPFERT,NA,216011,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,216011,PROD,50093,GOPFERT,0
90013193,SCRAPER BLADE PLASTIC GOPFERT 221009,NA,50093,221009,ZER2,U31162313,U31162313,SCRAPER BLADE PLASTIC GOPFERT 221009,NA,GOPFERT,GOPFERT,NA,221009,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,221009,PROD,50093,GOPFERT,0
90013194,SEAL RUBBER GOPFERT 227362,NA,50093,227362,ZER2,U31162313,U31162313,SEAL RUBBER GOPFERT 227362,NA,GOPFERT,GOPFERT,NA,227362,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,227362,PROD,50093,GOPFERT,0
90013195,SEAL END TRESU CHAMBER GOPFERT 227706,NA,50093,227706,ZER2,U31162313,U31162313,SEAL END TRESU CHAMBER GOPFERT 227706,NA,GOPFERT,GOPFERT,NA,227706,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,227706,PROD,50093,GOPFERT,0
90013196,COUPLING GOPFERT 165726,NA,50093,165726,ZER2,U31162313,U31162313,COUPLING GOPFERT 165726,NA,GOPFERT,GOPFERT,NA,165726,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,165726,PROD,50093,GOPFERT,0
90013197,COUPLING GOPFERT 159943,NA,50093,159943,ZER2,U31162313,U31162313,COUPLING GOPFERT 159943,NA,GOPFERT,GOPFERT,NA,159943,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,159943,PROD,50093,GOPFERT,0
90013198,ENCODER HOLLOW SHAFT GOPFERT 420011,NA,50093,420011,ZER2,U31162313,U31162313,ENCODER HOLLOW SHAFT GOPFERT 420011,NA,GOPFERT,GOPFERT,NA,420011,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,420011,PROD,50093,GOPFERT,0
90013199,ENCODER MULTI GOPFERT 428165,NA,50093,428165,ZER2,U31162313,U31162313,ENCODER MULTI GOPFERT 428165,NA,GOPFERT,GOPFERT,NA,428165,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,428165,PROD,50093,GOPFERT,0
90013200,DOUBLE MTR MODULE 18A/18A GOPFERT 416960,NA,50093,416960,ZER2,U31162313,U31162313,DOUBLE MTR MODULE 18A/18A GOPFERT 416960,NA,GOPFERT,GOPFERT,NA,416960,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,416960,PROD,50093,GOPFERT,0
90013201,DOUBLE MTR MODULE 9A/9A GOPFERT 419581,NA,50093,419581,ZER2,U31162313,U31162313,DOUBLE MTR MODULE 9A/9A GOPFERT 419581,NA,GOPFERT,GOPFERT,NA,419581,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,419581,PROD,50093,GOPFERT,0
90013202,SINGLE MOTOR MODULE 18A GOPFERT 419580,NA,50093,419580,ZER2,U31162313,U31162313,SINGLE MOTOR MODULE 18A GOPFERT 419580,NA,GOPFERT,GOPFERT,NA,419580,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,419580,PROD,50093,GOPFERT,0
90013203,SINGLE MOTOR MODULE 30A GOPFERT 419691,NA,50093,419691,ZER2,U31162313,U31162313,SINGLE MOTOR MODULE 30A GOPFERT 419691,NA,GOPFERT,GOPFERT,NA,419691,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,419691,PROD,50093,GOPFERT,0
90013204,SINGLE MOTOR MODULE 60A GOPFERT 419693,NA,50093,419693,ZER2,U31162313,U31162313,SINGLE MOTOR MODULE 60A GOPFERT 419693,NA,GOPFERT,GOPFERT,NA,419693,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,419693,PROD,50093,GOPFERT,0
90013205,MOVIMOT-CONVERTER 03D GOPFERT 416820,NA,50093,416820,ZER2,U31162313,U31162313,MOVIMOT-CONVERTER 03D GOPFERT 416820,NA,GOPFERT,GOPFERT,NA,416820,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,416820,PROD,50093,GOPFERT,0
90013206,MOVIMOT-CONVERTER 05D GOPFERT 416821,NA,50093,416821,ZER2,U31162313,U31162313,MOVIMOT-CONVERTER 05D GOPFERT 416821,NA,GOPFERT,GOPFERT,NA,416821,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,416821,PROD,50093,GOPFERT,0
90013207,MOVIMOT-CONVERTER 07D GOPFERT 422413,NA,50093,422413,ZER2,U31162313,U31162313,MOVIMOT-CONVERTER 07D GOPFERT 422413,NA,GOPFERT,GOPFERT,NA,422413,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,422413,PROD,50093,GOPFERT,0
90013208,MOVIMOT-CONVERTER 22D GOPFERT 425250,NA,50093,425250,ZER2,U31162313,U31162313,MOVIMOT-CONVERTER 22D GOPFERT 425250,NA,GOPFERT,GOPFERT,NA,425250,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,425250,PROD,50093,GOPFERT,0
90013209,MOVIMOT-CONVERTER 30D GOPFERT 422487,NA,50093,422487,ZER2,U31162313,U31162313,MOVIMOT-CONVERTER 30D GOPFERT 422487,NA,GOPFERT,GOPFERT,NA,422487,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,422487,PROD,50093,GOPFERT,0
90013210,MOVITRAC 07B GOPFERT 424131,NA,50093,424131,ZER2,U31162313,U31162313,MOVITRAC 07B GOPFERT 424131,NA,GOPFERT,GOPFERT,NA,424131,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,424131,PROD,50093,GOPFERT,0
90013211,ACTIVE INTERFACE MOD 55KW GOPFERT 419687,NA,50093,419687,ZER2,U31162313,U31162313,ACTIVE INTERFACE MOD 55KW GOPFERT 419687,NA,GOPFERT,GOPFERT,NA,419687,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,419687,PROD,50093,GOPFERT,0
90013212,ACTIVE INTERFACE MOD 80KW GOPFERT 419688,NA,50093,419688,ZER2,U31162313,U31162313,ACTIVE INTERFACE MOD 80KW GOPFERT 419688,NA,GOPFERT,GOPFERT,NA,419688,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,419688,PROD,50093,GOPFERT,0
90013213,ACTIVE LINE MODULE 55KW GOPFERT 419695,NA,50093,419695,ZER2,U31162313,U31162313,ACTIVE LINE MODULE 55KW GOPFERT 419695,NA,GOPFERT,GOPFERT,NA,419695,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,419695,PROD,50093,GOPFERT,0
90013214,ACTIVE LINE MODULE 80KW GOPFERT 419961,NA,50093,419961,ZER2,U31162313,U31162313,ACTIVE LINE MODULE 80KW GOPFERT 419961,NA,GOPFERT,GOPFERT,NA,419961,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,419961,PROD,50093,GOPFERT,0
90013215,AIR CONDITIONER WALL GOPFERT 426774,NA,50093,426774,ZER2,U31162313,U31162313,AIR CONDITIONER WALL GOPFERT 426774,NA,GOPFERT,GOPFERT,NA,426774,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,426774,PROD,50093,GOPFERT,0
90013216,AIR CONDITIONER ROOF GOPFERT 427383,NA,50093,427383,ZER2,U31162313,U31162313,AIR CONDITIONER ROOF GOPFERT 427383,NA,GOPFERT,GOPFERT,NA,427383,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,427383,PROD,50093,GOPFERT,0
90013217,AIR CONDITIONER CABINET GOPFERT 412852,NA,50093,412852,ZER2,U31162313,U31162313,AIR CONDITIONER CABINET GOPFERT 412852,NA,GOPFERT,GOPFERT,NA,412852,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,412852,PROD,50093,GOPFERT,0
90013218,AIR CONDITIONER WALL 300W GOPFERT 415732,NA,50093,415732,ZER2,U31162313,U31162313,AIR CONDITIONER WALL 300W GOPFERT 415732,NA,GOPFERT,GOPFERT,NA,415732,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,415732,PROD,50093,GOPFERT,0
90013219,MOVI DRIVE MDX61 GOPFERT 425128,NA,50093,425128,ZER2,U31162313,U31162313,MOVI DRIVE MDX61 GOPFERT 425128,NA,GOPFERT,GOPFERT,NA,425128,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,425128,PROD,50093,GOPFERT,0
90013220,MOVI-PLC DHR21B GOPFERT 424352,NA,50093,424352,ZER2,U31162313,U31162313,MOVI-PLC DHR21B GOPFERT 424352,NA,GOPFERT,GOPFERT,NA,424352,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,424352,PROD,50093,GOPFERT,0
90013221,"MOVITRAC 07B P=0,75KW GOPFERT 417563",NA,50093,417563,ZER2,U31162313,U31162313,"MOVITRAC 07B P=0,75KW GOPFERT 417563",NA,GOPFERT,GOPFERT,NA,417563,NA,Manufacturer,GOPFERT,GOPFERT,GOPFERT,NA,417563,PROD,50093,GOPFERT,0
